ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,URBANICITY,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,CLAIM_FLAG,CLM_AMT
302291187,0,23-Mar-48,51,0,9,"$68,059 ",No,"$243,423 ",Yes,M,Masters,Manager,Highly Urban/ Urban,35,Commercial,"$6,600 ",4,Pickup,$0 ,0,Yes,1,18,0,$0 
852805152,0,27-Sep-56,43,0,10,"$114,966 ",No,"$310,472 ",Yes,M,Masters,Professional,Highly Rural/ Rural,38,Commercial,"$20,960 ",11,Van,$0 ,0,No,1,13,0,$0 
658118024,0,11-Mar-52,47,0,10,"$220,533 ",No,"$591,993 ",Yes,M,PhD,,Highly Urban/ Urban,35,Commercial,"$32,400 ",19,Panel Truck,$0 ,0,No,0,19,0,$0 
229239715,0,4-Apr-48,51,0,13,"$46,709 ",No,"$170,183 ",Yes,F,High School,Clerical,Highly Rural/ Rural,28,Private,"$26,080 ",6,Minivan,$0 ,0,No,1,5,0,$0 
530971788,0,10-Feb-42,57,0,9,"$51,060 ",No,,No,M,Bachelors,Student,Highly Urban/ Urban,35,Private,"$33,220 ",1,Minivan,"$4,678 ",3,No,2,8,1,"$5,084 "
829430160,0,21-Nov-65,33,2,12,"$45,893 ",Yes,"$189,452 ",No,M,High School,Professional,Highly Urban/ Urban,54,Commercial,"$18,990 ",1,Van,"$29,781 ",3,Yes,0,6,1,"$16,372 "
129059757,0,14-Jan-58,41,0,11,"$1,953 ",No,"$137,081 ",Yes,F,High School,Home Maker,Highly Urban/ Urban,40,Private,"$5,600 ",12,SUV,"$36,757 ",3,No,6,9,0,$0 
457173110,0,28-Jan-51,48,0,12,"$141,508 ",No,"$428,576 ",Yes,F,PhD,Doctor,Highly Urban/ Urban,12,Private,"$20,450 ",10,SUV,$0 ,0,Yes,2,,0,$0 
156016690,0,4-Nov-48,51,0,0,$0 ,No,"$129,459 ",Yes,F,High School,Home Maker,Highly Urban/ Urban,39,Private,"$6,600 ",1,Sports Car,"$4,545 ",1,No,8,6,0,$0 
856394165,0,2-Oct-64,35,1,11,"$74,315 ",Yes,"$225,301 ",No,M,Masters,Professional,Highly Urban/ Urban,60,Commercial,"$24,230 ",1,Panel Truck,$0 ,0,No,0,10,0,$0 
70771420,0,27-Jun-72,27,1,13,"$43,083 ",No,"$138,247 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,29,Commercial,"$20,950 ",6,Pickup,"$5,737 ",3,No,9,1,1,"$9,824 "
356731413,0,17-Sep-62,37,0,,"$109,732 ",No,$0 ,No,F,Masters,Lawyer,Highly Urban/ Urban,70,Private,"$11,740 ",1,SUV,"$9,883 ",1,No,3,14,1,"$4,716 "
59492814,0,10-Jan-52,47,0,,"$14,206 ",No,"$89,120 ",Yes,M,Masters,Lawyer,Highly Urban/ Urban,18,Private,"$15,070 ",6,Minivan,$0 ,0,No,0,12,0,$0 
282580184,0,21-Aug-49,50,0,15,"$41,447 ",No,"$148,330 ",Yes,F,Bachelors,Manager,Highly Urban/ Urban,14,Private,"$6,500 ",1,SUV,$0 ,0,No,0,7,1,"$4,805 "
853147285,0,21-May-70,29,0,9,"$85,413 ",No,$0 ,No,M,Bachelors,Manager,Highly Urban/ Urban,27,Private,"$13,920 ",11,Minivan,"$4,189 ",3,No,3,11,0,$0 
440339154,0,25-Aug-64,35,2,15,"$45,893 ",No,"$89,889 ",Yes,F,<High School,Blue Collar,Highly Rural/ Rural,46,Private,"$9,590 ",1,SUV,$0 ,0,No,0,,0,$0 
325056561,0,31-Jan-67,32,1,11,"$143,195 ",No,"$346,009 ",Yes,M,PhD,,Highly Rural/ Rural,55,Commercial,"$23,860 ",1,Panel Truck,$0 ,0,No,0,14,0,$0 
400143369,0,8-Jun-48,51,0,8,,No,"$96,484 ",No,F,Masters,Home Maker,Highly Urban/ Urban,37,Private,"$9,530 ",1,SUV,$0 ,0,Yes,0,17,1,"$6,132 "
212478670,0,19-Jun-49,50,0,6,"$55,230 ",No,$0 ,No,F,High School,Blue Collar,Highly Urban/ Urban,36,Commercial,"$24,950 ",5,Pickup,"$4,997 ",3,No,7,6,1,"$6,535 "
197386878,0,5-May-52,47,0,10,"$129,926 ",No,$0 ,No,M,Masters,Professional,Highly Urban/ Urban,62,Commercial,"$19,190 ",1,Van,$0 ,0,No,2,9,1,"$2,840 "
876321305,0,21-Jul-63,36,0,13,"$38,946 ",No,"$201,598 ",Yes,M,<High School,Clerical,Highly Urban/ Urban,24,Private,"$21,200 ",10,Van,"$38,892 ",3,Yes,3,5,0,$0 
516790703,0,30-Jun-58,41,0,12,"$19,114 ",No,"$137,718 ",Yes,M,High School,Clerical,Highly Rural/ Rural,11,Commercial,"$5,600 ",7,Pickup,$0 ,0,No,0,1,0,$0 
496027594,0,31-Jul-45,54,0,12,"$103,910 ",No,"$314,938 ",Yes,M,Masters,Lawyer,Highly Urban/ Urban,19,Private,"$30,250 ",10,Minivan,$0 ,0,No,0,17,0,$0 
810013827,0,4-Apr-63,36,1,12,"$26,587 ",Yes,$0 ,No,F,<High School,Clerical,Highly Urban/ Urban,45,Private,"$5,100 ",7,SUV,"$4,936 ",1,No,5,1,1,$464 
834345010,0,27-Dec-64,34,1,13,"$79,957 ",No,"$172,461 ",Yes,M,High School,Blue Collar,Highly Urban/ Urban,47,Commercial,"$12,510 ",12,Minivan,$0 ,0,No,0,9,1,"$1,842 "
441848412,0,29-Jan-46,53,0,7,"$3,528 ",No,"$73,903 ",Yes,F,High School,Home Maker,Highly Urban/ Urban,54,Private,"$7,150 ",10,SUV,$0 ,0,No,2,7,0,$0 
163314492,0,24-Sep-58,41,3,8,"$69,129 ",Yes,$0 ,No,F,Bachelors,Manager,Highly Urban/ Urban,8,Private,"$11,580 ",4,SUV,"$27,127 ",3,No,1,,0,$0 
259580283,0,18-Jun-41,58,0,11,"$67,608 ",No,"$244,407 ",Yes,M,Bachelors,Professional,Highly Urban/ Urban,40,Private,"$23,140 ",6,Minivan,$0 ,0,Yes,0,12,0,$0 
742278011,0,31-Aug-40,59,0,15,"$198,042 ",No,"$474,444 ",Yes,F,PhD,Doctor,Highly Urban/ Urban,36,Private,"$27,960 ",13,Sports Car,$0 ,0,Yes,0,10,0,$0 
533572373,1,25-Jul-60,39,1,14,"$35,865 ",No,"$143,215 ",Yes,M,High School,Professional,Highly Urban/ Urban,38,Private,"$22,780 ",1,Minivan,$0 ,0,No,0,1,0,$0 
224701093,2,16-Apr-64,35,2,11,"$18,570 ",No,"$134,014 ",Yes,M,High School,Clerical,Highly Urban/ Urban,18,Private,"$14,290 ",1,Minivan,$0 ,0,No,2,10,0,$0 
342739357,2,27-Oct-45,54,2,15,"$106,746 ",No,"$310,093 ",Yes,F,High School,Blue Collar,Highly Rural/ Rural,56,Commercial,"$17,570 ",4,Minivan,$0 ,0,No,2,5,0,$0 
32463104,0,26-Jun-37,62,2,13,"$25,426 ",Yes,$0 ,No,M,High School,Clerical,Highly Urban/ Urban,35,Private,"$10,240 ",6,SUV,"$6,706 ",2,No,3,1,0,$0 
962330881,0,10-Nov-61,38,0,,"$17,028 ",No,$0 ,No,F,High School,Clerical,Highly Rural/ Rural,26,Private,"$14,160 ",6,SUV,"$5,511 ",1,No,0,1,1,"$5,905 "
900417448,0,5-Jul-42,57,0,15,"$44,108 ",No,$0 ,No,F,High School,Student,Highly Urban/ Urban,45,Commercial,"$21,720 ",4,SUV,$0 ,0,No,2,1,1,"$3,609 "
246238308,0,11-Jun-33,66,1,17,"$88,979 ",No,"$275,391 ",Yes,F,PhD,Lawyer,Highly Urban/ Urban,42,Private,"$10,400 ",9,Sports Car,$0 ,0,No,4,20,0,$0 
710020648,0,19-Oct-56,43,2,11,"$78,812 ",Yes,"$266,497 ",No,M,Bachelors,Blue Collar,Highly Urban/ Urban,36,Commercial,"$13,680 ",7,Minivan,$0 ,0,No,2,1,0,$0 
225410347,0,17-Dec-69,29,3,,"$31,850 ",No,"$180,601 ",Yes,F,<High School,Blue Collar,Highly Rural/ Rural,52,Private,"$9,430 ",7,SUV,$0 ,0,No,0,1,0,$0 
139685733,0,8-Feb-51,48,0,14,"$42,455 ",No,,Yes,M,High School,Clerical,Highly Rural/ Rural,48,Commercial,"$26,460 ",6,Panel Truck,"$4,755 ",2,No,3,1,0,$0 
634622393,0,31-Mar-48,51,0,12,"$170,537 ",No,"$444,387 ",Yes,F,PhD,Manager,Highly Urban/ Urban,35,Private,"$15,000 ",4,Sports Car,$0 ,0,No,1,14,0,$0 
394231712,0,8-Jan-60,39,0,11,"$63,433 ",No,"$236,857 ",No,M,Bachelors,Blue Collar,Highly Urban/ Urban,30,Commercial,"$6,610 ",10,Pickup,$0 ,0,No,1,,1,"$2,729 "
182169284,3,30-Jun-56,43,3,7,"$38,430 ",Yes,"$221,139 ",No,M,High School,Blue Collar,Highly Rural/ Rural,26,Commercial,"$17,350 ",4,Van,$0 ,0,No,1,6,0,$0 
22527442,0,16-Nov-45,54,0,14,"$129,566 ",No,"$352,586 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,57,Private,"$6,900 ",1,Sports Car,"$15,686 ",1,No,4,17,0,$0 
259816873,0,18-Aug-48,51,0,7,"$44,481 ",No,"$226,940 ",Yes,F,High School,Clerical,Highly Rural/ Rural,30,Private,"$7,990 ",3,Minivan,$0 ,0,No,0,1,0,$0 
97393884,2,27-Nov-62,36,3,0,$0 ,No,,Yes,F,<High School,Student,Highly Urban/ Urban,19,Commercial,"$23,510 ",6,Pickup,"$32,008 ",3,Yes,6,1,1,"$123,247 "
580920255,1,27-Jun-60,39,3,14,"$71,309 ",Yes,"$224,123 ",No,F,Bachelors,Professional,Highly Urban/ Urban,87,Private,"$14,580 ",1,SUV,"$4,648 ",3,No,3,7,1,"$1,357 "
256701195,0,27-Nov-50,48,0,11,"$141,297 ",No,$0 ,No,M,Masters,,Highly Urban/ Urban,31,Commercial,"$22,550 ",4,Panel Truck,$0 ,0,No,1,10,0,$0 
810329333,0,26-Jul-52,47,0,10,"$172,981 ",No,"$451,118 ",Yes,M,Bachelors,Professional,Highly Rural/ Rural,42,Commercial,"$30,110 ",6,Panel Truck,$0 ,0,No,0,13,0,$0 
953041750,0,18-Aug-82,17,1,0,,Yes,,No,M,<High School,Student,Highly Rural/ Rural,32,Private,"$17,830 ",1,Van,"$4,373 ",2,No,8,4,0,$0 
120930552,0,20-Jul-49,50,0,8,"$32,200 ",No,"$190,439 ",Yes,M,High School,Clerical,Highly Urban/ Urban,13,Private,"$16,030 ",1,Minivan,$0 ,0,No,0,7,0,$0 
134563236,1,30-Oct-57,42,2,0,$0 ,No,"$97,022 ",Yes,F,High School,Home Maker,Highly Rural/ Rural,39,Private,"$14,840 ",1,SUV,"$6,844 ",1,No,1,1,1,"$6,836 "
728230622,0,6-Apr-43,56,0,12,$278 ,No,"$91,930 ",Yes,F,High School,Student,Highly Urban/ Urban,58,Private,"$1,530 ",6,Sports Car,"$4,611 ",2,No,5,8,1,"$5,138 "
640657000,0,16-Feb-67,32,1,2,"$50,522 ",Yes,$0 ,No,F,Bachelors,Blue Collar,Highly Urban/ Urban,15,Commercial,"$9,750 ",17,SUV,"$6,691 ",2,No,6,9,1,"$2,474 "
662322510,0,5-Mar-53,46,0,7,"$46,247 ",No,"$186,682 ",No,F,Bachelors,Professional,Highly Urban/ Urban,58,Private,"$10,720 ",4,SUV,$0 ,0,Yes,0,,0,$0 
920847550,0,22-Mar-52,47,0,12,"$21,063 ",No,"$117,381 ",Yes,F,Bachelors,Clerical,Highly Urban/ Urban,42,Commercial,"$20,730 ",4,Pickup,"$4,652 ",2,No,1,6,1,"$3,366 "
957375580,0,12-Oct-55,44,0,10,"$66,642 ",No,"$264,360 ",No,M,High School,Blue Collar,Highly Urban/ Urban,28,Commercial,"$15,570 ",1,Minivan,$0 ,0,No,0,6,0,$0 
984847529,0,10-Jun-65,34,1,14,"$9,699 ",No,"$107,132 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,39,Private,"$18,120 ",4,Minivan,"$6,801 ",1,No,3,7,1,"$5,316 "
265289796,0,2-Nov-55,44,0,10,"$91,652 ",No,$0 ,No,F,Masters,Manager,Highly Urban/ Urban,44,Private,"$25,290 ",10,SUV,"$4,653 ",1,No,0,17,0,$0 
124378313,0,7-Jul-51,48,0,9,"$201,768 ",No,$0 ,No,F,Masters,Manager,Highly Urban/ Urban,37,Private,"$31,780 ",7,Minivan,$0 ,0,No,0,19,0,$0 
533080109,0,24-Jul-63,36,1,8,"$40,339 ",Yes,"$173,090 ",No,M,Bachelors,Blue Collar,Highly Urban/ Urban,41,Commercial,"$22,200 ",6,Van,$0 ,0,No,3,8,1,"$4,347 "
342803111,0,3-Nov-47,52,0,9,"$112,481 ",No,$0 ,No,M,PhD,Lawyer,Highly Urban/ Urban,15,Private,"$17,950 ",1,Van,$0 ,0,No,0,10,0,$0 
466811413,0,6-Feb-53,46,0,13,"$113,386 ",No,"$322,467 ",Yes,F,Masters,Professional,Highly Urban/ Urban,36,Private,"$21,070 ",10,SUV,$0 ,0,No,0,13,0,$0 
946862851,0,5-Mar-53,46,0,14,,No,$0 ,No,M,High School,Manager,Highly Urban/ Urban,8,Commercial,"$11,980 ",4,Pickup,"$7,109 ",2,No,4,8,0,$0 
743269882,2,27-Jul-58,41,3,14,"$75,501 ",No,"$262,109 ",Yes,M,Bachelors,Manager,Highly Urban/ Urban,16,Private,"$15,380 ",1,Minivan,"$3,960 ",4,No,3,10,0,$0 
366029224,0,23-Aug-59,40,0,12,"$4,716 ",No,"$121,325 ",Yes,M,High School,Student,Highly Urban/ Urban,45,Private,"$6,410 ",1,Pickup,"$46,652 ",2,Yes,1,1,1,"$23,346 "
365860432,0,14-Jun-50,49,0,12,"$56,739 ",No,"$207,006 ",Yes,F,High School,Clerical,Highly Urban/ Urban,32,Private,"$19,540 ",7,Minivan,$0 ,0,No,1,1,0,$0 
970332680,0,8-Nov-48,51,0,15,"$65,245 ",No,"$242,164 ",No,M,Bachelors,Professional,Highly Urban/ Urban,42,Commercial,"$24,630 ",3,Panel Truck,"$6,125 ",2,No,0,8,0,$0 
870543245,0,25-Jul-45,54,0,0,$0 ,No,$0 ,No,M,High School,Student,Highly Urban/ Urban,28,Commercial,"$25,020 ",7,Minivan,"$44,429 ",3,Yes,7,7,1,"$8,702 "
402475362,0,29-Sep-41,58,0,12,"$119,035 ",No,"$385,521 ",Yes,F,PhD,Doctor,Highly Urban/ Urban,12,Private,"$19,200 ",4,Minivan,$0 ,0,No,2,14,0,$0 
216284033,0,5-Mar-50,49,0,12,"$75,311 ",No,"$324,126 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,46,Private,"$20,960 ",12,SUV,$0 ,0,No,0,14,0,$0 
695833713,0,12-Apr-66,33,1,8,"$77,719 ",Yes,$0 ,No,F,High School,Blue Collar,Highly Urban/ Urban,39,Commercial,"$9,250 ",6,SUV,$0 ,0,No,0,1,1,"$4,589 "
265902868,0,6-Jan-40,59,0,13,,No,"$127,235 ",No,M,<High School,Clerical,Highly Urban/ Urban,40,Private,"$9,650 ",6,Pickup,$734 ,1,No,5,4,0,$0 
60329948,2,13-Apr-55,44,3,4,"$47,140 ",No,"$211,304 ",Yes,F,High School,Blue Collar,Highly Urban/ Urban,23,Commercial,"$18,860 ",6,SUV,"$18,979 ",1,Yes,6,5,0,$0 
90344846,0,11-Feb-51,48,0,13,"$57,713 ",No,$0 ,No,M,PhD,Lawyer,Highly Urban/ Urban,52,Private,"$14,880 ",5,Minivan,$0 ,0,No,1,14,0,$0 
233795371,0,7-Sep-46,53,0,15,"$129,069 ",No,"$345,479 ",Yes,M,PhD,,Highly Urban/ Urban,35,Commercial,"$22,860 ",4,Panel Truck,$0 ,0,No,0,16,0,$0 
900860729,0,17-Feb-56,43,2,17,"$20,028 ",No,"$139,616 ",Yes,F,<High School,Blue Collar,Highly Urban/ Urban,42,Private,"$7,800 ",4,SUV,"$6,330 ",2,No,5,1,0,$0 
244818749,0,10-May-53,46,0,11,"$67,857 ",No,"$225,981 ",No,F,Masters,Professional,Highly Urban/ Urban,5,Private,"$21,130 ",3,Sports Car,"$33,223 ",3,No,0,18,0,$0 
945949803,0,22-Aug-48,51,0,11,"$23,582 ",No,,No,F,<High School,Clerical,Highly Urban/ Urban,57,Private,"$8,960 ",9,SUV,$0 ,0,No,0,1,0,$0 
719279313,0,2-Feb-39,60,0,13,"$82,171 ",No,"$275,664 ",Yes,M,Masters,Lawyer,Highly Urban/ Urban,45,Private,"$15,720 ",1,Minivan,$0 ,0,No,0,13,1,"$4,531 "
631967097,0,25-Feb-73,26,1,13,"$88,987 ",Yes,"$248,335 ",No,F,Bachelors,Manager,Highly Urban/ Urban,42,Private,"$29,220 ",1,Minivan,"$7,070 ",1,No,4,10,0,$0 
471115052,0,19-Jul-56,43,0,12,"$57,712 ",No,,Yes,M,Masters,Lawyer,Highly Urban/ Urban,24,Private,"$7,270 ",1,Pickup,$0 ,0,No,1,19,1,"$1,432 "
754013280,0,21-Apr-72,27,1,10,"$94,166 ",Yes,$0 ,No,F,Bachelors,Blue Collar,Highly Urban/ Urban,38,Commercial,"$13,620 ",6,Minivan,$0 ,0,No,0,,0,$0 
786615637,0,29-Oct-45,54,0,2,"$96,154 ",No,$0 ,No,F,PhD,,Highly Urban/ Urban,21,Commercial,"$25,080 ",7,Pickup,$0 ,0,No,0,16,0,$0 
503023943,0,21-Apr-57,42,0,9,"$50,949 ",No,"$227,129 ",No,F,Bachelors,Clerical,Highly Urban/ Urban,24,Private,"$10,790 ",3,SUV,$0 ,0,No,0,9,0,$0 
112021214,0,3-Dec-66,32,2,,$0 ,Yes,$0 ,No,F,Bachelors,Student,Highly Urban/ Urban,28,Commercial,"$4,700 ",7,SUV,"$4,196 ",3,No,0,11,1,"$4,995 "
551848479,0,26-Sep-54,45,2,0,$0 ,No,"$101,395 ",Yes,M,<High School,Home Maker,Highly Urban/ Urban,34,Commercial,"$16,920 ",10,Van,"$10,264 ",3,No,4,1,1,"$2,189 "
354216193,0,18-Jun-53,46,0,6,"$59,927 ",No,$0 ,No,F,Masters,,Highly Urban/ Urban,24,Commercial,"$19,410 ",10,Pickup,$0 ,0,Yes,0,11,1,"$6,796 "
366938875,0,5-Dec-26,72,0,13,"$100,995 ",No,"$295,292 ",Yes,M,PhD,Lawyer,Highly Urban/ Urban,28,Private,"$14,040 ",7,SUV,$0 ,0,No,6,17,0,$0 
764367277,0,26-Jan-42,57,0,10,"$130,831 ",No,"$365,792 ",Yes,F,PhD,Lawyer,Highly Urban/ Urban,24,Private,"$14,580 ",4,SUV,$0 ,0,No,0,12,0,$0 
136853516,0,28-Mar-51,48,0,7,"$55,962 ",No,$0 ,No,M,Bachelors,Clerical,Highly Rural/ Rural,21,Private,"$6,400 ",4,Pickup,$0 ,0,No,1,9,0,$0 
565111928,0,5-Mar-55,44,1,11,"$54,355 ",No,"$234,437 ",Yes,M,High School,Blue Collar,Highly Rural/ Rural,49,Commercial,"$5,900 ",10,Pickup,$0 ,0,No,0,1,0,$0 
162527874,0,6-Nov-48,51,0,11,"$43,654 ",No,"$167,541 ",Yes,F,Bachelors,Blue Collar,Highly Urban/ Urban,38,Commercial,"$11,590 ",6,Sports Car,"$4,383 ",4,No,0,11,1,"$3,405 "
116534791,0,14-May-57,42,0,0,$0 ,No,"$87,178 ",Yes,M,High School,Student,Highly Rural/ Rural,113,Commercial,"$7,820 ",10,Pickup,$0 ,0,No,0,10,0,$0 
595639353,2,6-Jan-62,37,2,11,"$16,238 ",No,"$65,155 ",Yes,M,<High School,Clerical,Highly Urban/ Urban,33,Private,"$6,820 ",6,Pickup,"$5,612 ",4,No,0,1,1,"$1,498 "
186281948,0,21-Oct-49,50,0,,"$81,293 ",No,"$255,251 ",Yes,M,Bachelors,Manager,Highly Urban/ Urban,51,Private,"$14,630 ",5,Minivan,"$2,575 ",3,No,0,9,0,$0 
515691652,0,9-Nov-61,38,3,16,"$15,889 ",No,"$95,776 ",Yes,F,<High School,Home Maker,Highly Urban/ Urban,46,Commercial,"$30,050 ",1,Pickup,"$13,182 ",1,Yes,1,9,1,"$7,919 "
519697689,0,9-Jul-43,56,3,,"$40,506 ",Yes,"$210,796 ",No,M,High School,Blue Collar,Highly Rural/ Rural,46,Commercial,"$25,140 ",6,Panel Truck,$0 ,0,No,3,8,0,$0 
701170488,0,3-Aug-47,52,0,11,"$176,305 ",No,"$453,094 ",No,M,PhD,Doctor,Highly Urban/ Urban,36,Private,"$10,950 ",1,Minivan,$0 ,0,Yes,0,17,0,$0 
825682464,0,25-Jul-69,30,0,,"$47,538 ",No,"$184,423 ",No,M,High School,Blue Collar,Highly Urban/ Urban,53,Commercial,"$29,840 ",13,Minivan,"$3,421 ",2,No,4,7,0,$0 
101209161,0,25-Jan-61,38,0,12,"$73,664 ",No,$0 ,No,F,Bachelors,Blue Collar,Highly Rural/ Rural,43,Commercial,"$15,110 ",13,SUV,$0 ,0,No,2,13,0,$0 
929525931,0,5-Oct-69,30,2,13,"$19,355 ",No,"$95,595 ",Yes,F,Masters,Professional,Highly Urban/ Urban,39,Private,"$6,440 ",15,SUV,$0 ,0,No,0,9,0,$0 
351440529,0,6-Oct-54,45,0,9,"$72,702 ",No,"$221,350 ",No,M,High School,Blue Collar,Highly Urban/ Urban,43,Commercial,"$13,270 ",1,Minivan,"$4,740 ",2,No,5,6,1,"$1,680 "
671889409,0,1-Mar-44,55,0,9,"$69,683 ",No,"$231,225 ",Yes,F,<High School,Blue Collar,Highly Urban/ Urban,50,Private,"$7,000 ",6,Sports Car,"$1,174 ",1,No,0,6,0,$0 
726398507,0,15-Dec-36,62,1,15,"$68,063 ",No,"$269,614 ",Yes,M,Bachelors,Professional,Highly Urban/ Urban,45,Private,"$12,620 ",1,SUV,"$34,151 ",2,Yes,3,1,1,"$4,252 "
662930181,0,3-Apr-53,46,0,11,"$78,929 ",No,,Yes,F,High School,Blue Collar,Highly Rural/ Rural,48,Commercial,"$23,710 ",6,Sports Car,$0 ,0,No,0,8,0,$0 
327583169,0,20-Jan-66,33,1,12,"$67,776 ",No,"$210,356 ",Yes,F,High School,Blue Collar,Highly Urban/ Urban,19,Commercial,"$22,450 ",6,Pickup,$0 ,0,No,0,1,0,$0 
995761340,0,13-Aug-52,47,0,7,"$18,573 ",No,"$106,303 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,36,Private,"$17,440 ",11,SUV,$0 ,0,No,0,1,0,$0 
374448919,0,7-Jul-40,59,0,11,"$131,919 ",No,"$328,571 ",Yes,F,Bachelors,Blue Collar,Highly Urban/ Urban,27,Commercial,"$19,580 ",6,SUV,$0 ,0,No,0,6,0,$0 
388307461,0,1-Dec-45,53,0,13,"$89,250 ",No,$0 ,No,M,Bachelors,Professional,Highly Urban/ Urban,54,Private,"$15,720 ",12,Minivan,$0 ,0,No,0,11,0,$0 
463996114,0,30-Mar-59,40,0,13,"$66,745 ",No,$0 ,No,M,Masters,Professional,Highly Urban/ Urban,16,Commercial,"$20,420 ",9,Van,"$31,127 ",2,No,0,13,0,$0 
257833353,1,22-Mar-64,35,1,,,No,"$206,595 ",Yes,F,Bachelors,Professional,Highly Rural/ Rural,11,Private,"$15,480 ",10,SUV,"$9,144 ",1,No,0,12,0,$0 
281356396,0,9-Jul-70,29,3,16,"$65,242 ",No,"$216,583 ",Yes,F,Bachelors,Clerical,Highly Rural/ Rural,51,Private,"$1,500 ",1,Sports Car,$0 ,0,Yes,1,6,0,$0 
148659373,0,2-Feb-55,44,0,11,"$89,474 ",No,$0 ,No,M,PhD,,Highly Urban/ Urban,11,Commercial,"$26,450 ",6,Panel Truck,"$3,845 ",2,No,0,16,0,$0 
981279059,0,22-Oct-53,46,0,0,$0 ,No,"$111,439 ",Yes,F,<High School,Home Maker,Highly Urban/ Urban,29,Private,"$6,100 ",1,SUV,$0 ,0,No,0,4,1,"$8,374 "
769366547,0,27-Mar-49,50,0,12,"$218,705 ",No,$0 ,No,M,PhD,,Highly Urban/ Urban,47,Commercial,"$28,370 ",14,Panel Truck,"$4,558 ",2,No,8,15,0,$0 
412968231,0,25-Mar-73,26,4,9,"$45,254 ",Yes,"$196,146 ",No,M,High School,Blue Collar,Highly Urban/ Urban,32,Commercial,"$23,270 ",7,Minivan,"$4,567 ",1,No,5,9,1,"$19,089 "
892883588,0,7-Aug-59,40,1,9,"$20,915 ",No,"$87,526 ",Yes,F,<High School,Clerical,Highly Rural/ Rural,65,Private,"$12,940 ",6,Sports Car,$0 ,0,No,2,1,0,$0 
715156643,0,10-Sep-54,45,0,11,"$119,566 ",No,"$334,438 ",Yes,F,PhD,Doctor,Highly Urban/ Urban,49,Private,"$18,500 ",7,SUV,$0 ,0,No,1,17,0,$0 
548725414,0,4-Sep-67,32,0,9,"$4,060 ",No,$0 ,No,M,<High School,Student,Highly Urban/ Urban,25,Private,"$9,170 ",1,Pickup,$0 ,0,No,0,1,0,$0 
973759443,0,9-Sep-69,30,2,12,"$117,106 ",No,"$297,195 ",Yes,M,Masters,,Highly Urban/ Urban,7,Commercial,"$16,490 ",6,Van,$0 ,0,No,2,16,0,$0 
381485893,1,17-Jan-59,40,1,10,"$131,449 ",Yes,$0 ,No,F,Masters,,Highly Urban/ Urban,18,Commercial,"$31,080 ",13,Van,"$6,895 ",3,No,4,11,1,"$3,361 "
871028924,0,25-Mar-54,45,0,11,"$36,745 ",No,$0 ,No,M,High School,Blue Collar,Highly Urban/ Urban,45,Private,"$13,940 ",11,Minivan,$0 ,0,No,1,,0,$0 
524947310,0,26-Feb-44,55,0,12,"$81,769 ",No,"$295,162 ",Yes,M,High School,Blue Collar,Highly Rural/ Rural,26,Private,"$14,950 ",7,Minivan,$0 ,0,No,0,8,0,$0 
10530845,0,16-Nov-46,53,0,12,"$45,387 ",No,"$162,853 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,38,Private,"$6,040 ",7,SUV,$0 ,0,No,0,13,0,$0 
688381462,0,18-Feb-64,35,0,13,"$7,163 ",No,$0 ,No,M,High School,Student,Highly Urban/ Urban,50,Commercial,"$6,580 ",6,Pickup,$0 ,0,No,1,9,1,"$2,081 "
578096172,0,27-Oct-59,40,0,7,"$18,909 ",No,"$93,871 ",Yes,F,<High School,Clerical,Highly Urban/ Urban,32,Private,"$16,310 ",1,SUV,"$6,377 ",3,No,0,1,0,$0 
174671893,0,20-Aug-60,39,0,11,"$79,594 ",No,$0 ,No,M,Masters,Manager,Highly Urban/ Urban,29,Commercial,"$20,660 ",3,Van,"$2,299 ",3,No,5,,1,"$7,803 "
476437412,0,26-Jul-48,51,0,12,"$257,228 ",No,"$588,089 ",Yes,M,PhD,Doctor,Highly Urban/ Urban,40,Private,"$35,650 ",4,Minivan,$0 ,0,No,0,16,0,$0 
326820492,0,8-Apr-64,35,0,5,"$28,551 ",No,"$128,411 ",No,F,High School,Home Maker,Highly Urban/ Urban,45,Private,"$7,860 ",4,Sports Car,"$4,632 ",1,No,3,1,0,$0 
60541050,0,29-Sep-47,52,0,10,"$32,140 ",No,"$147,434 ",Yes,F,Masters,Lawyer,Highly Urban/ Urban,48,Private,"$21,250 ",13,Minivan,$0 ,0,No,4,11,0,$0 
909134973,0,24-Jan-54,45,0,12,"$103,249 ",No,"$329,348 ",No,M,Masters,,Highly Urban/ Urban,6,Commercial,"$23,140 ",4,Panel Truck,$0 ,0,No,0,13,0,$0 
