ID,出生日期,性别,婚姻状况,学历,用车区域,车辆用途,车辆价值,车辆类别,年平均里程,年平均车速,主要行车时间,出险频率,出险强度
774125255,1965/1/21,男,已婚,本科,城镇,个人,10-20万,厢式货车,1万-1万5,60-79,日间,2,183
914469084,1958/1/30,男,已婚,高中,城镇,单位,10-20万,MPV,1万5-2万,80-99,日间,1,4672
179770748,1958/11/15,男,已婚,本科,农村,单位,10-20万,轿车,1万5-2万,40-59,夜间,2,1205
864895341,1956/10/13,女,已婚,本科,农村,单位,10-20万,SUV,小于5千,小于40,夜间,2,746
517219786,1969/1/6,男,未婚,高中,农村,单位,小于10万,轿车,大于2万,小于40,夜间,3,714
115686938,1954/5/21,女,未婚,高中,城镇,个人,小于10万,跑车,1万5-2万,40-59,日间,2,53
975028765,1961/5/2,女,已婚,本科,城镇,个人,20-30万,跑车,小于5千,60-79,日间,0,674
981652948,1961/3/21,女,已婚,本科,城镇,个人,20-30万,跑车,5千-1万,40-59,日间,1,343
200094073,1957/2/2,男,未婚,本科,农村,单位,20-30万,卡车,大于2万,小于40,日间,3,1049
570844119,1949/10/3,男,未婚,高中,城镇,个人,小于10万,轿车,5千-1万,40-59,日间,0,137
704086674,1958/5/13,女,已婚,高中,城镇,个人,10-20万,SUV,5千-1万,40-59,日间,0,705
837122700,1955/10/7,男,未婚,本科,城镇,个人,20-30万,MPV,5千-1万,小于40,夜间,0,787
270350065,1945/11/12,女,已婚,本科,农村,单位,小于10万,SUV,小于5千,小于40,夜间,1,79
476971222,1941/8/11,男,已婚,高中,城镇,个人,小于10万,MPV,1万-1万5,小于40,夜间,0,2
860336457,1959/8/22,女,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,小于40,日间,0,167
1514697,1953/11/21,男,已婚,高中以下,农村,个人,10-20万,MPV,小于5千,40-59,日间,0,840
663154691,1971/8/21,女,已婚,高中,城镇,单位,小于10万,SUV,1万-1万5,40-59,夜间,0,214
562071451,1957/8/21,男,未婚,高中,城镇,个人,20-30万,MPV,1万-1万5,40-59,夜间,0,168
498721403,1949/4/17,女,未婚,高中以下,城镇,个人,10-20万,SUV,1万5-2万,小于40,夜间,1,954
161360224,1948/11/8,男,未婚,高中,城镇,单位,10-20万,MPV,5千-1万,80-99,日间,0,542
61482162,1958/6/23,男,已婚,高中,城镇,个人,10-20万,厢式货车,5千-1万,小于40,夜间,0,2043
854212281,1967/2/22,女,已婚,高中,城镇,单位,10-20万,SUV,1万-1万5,小于40,日间,2,955
511966190,1968/1/17,男,已婚,高中,城镇,单位,20-30万,厢式货车,1万-1万5,小于40,日间,0,529
930884352,1938/11/21,男,已婚,本科,城镇,单位,10-20万,MPV,5千-1万,40-59,日间,2,828
105310315,1947/6/21,男,已婚,高中以下,农村,单位,10-20万,轿车,5千-1万,40-59,夜间,2,362
699397070,1961/8/24,女,未婚,硕士,城镇,个人,20-30万,MPV,5千-1万,80-99,夜间,2,2263
752309500,1946/7/17,男,已婚,高中,农村,个人,20-30万,厢式货车,5千-1万,40-59,夜间,1,369
923292946,1956/1/17,女,已婚,高中,城镇,单位,10-20万,跑车,5千-1万,小于40,日间,1,433
608610566,1964/4/27,女,已婚,高中以下,城镇,个人,10-20万,MPV,小于5千,40-59,日间,0,176
342887457,1959/12/9,女,未婚,高中以下,农村,个人,小于10万,跑车,大于2万,40-59,日间,3,1487
903408846,1954/3/5,男,已婚,高中以下,城镇,个人,小于10万,MPV,1万-1万5,小于40,日间,3,641
695640211,1972/11/7,男,已婚,高中,城镇,单位,小于10万,MPV,1万5-2万,小于40,夜间,1,2401
737451303,1972/6/25,女,未婚,高中,城镇,单位,20-30万,轿车,1万-1万5,40-59,夜间,0,78
99463738,1953/10/10,女,已婚,硕士,城镇,单位,20-30万,轿车,5千-1万,60-79,夜间,3,137
914690116,1955/5/18,女,已婚,硕士,城镇,个人,10-20万,跑车,5千-1万,40-59,夜间,2,704
41685710,1956/2/20,女,已婚,高中,城镇,单位,小于10万,SUV,1万5-2万,小于40,夜间,4,98
849673970,1951/11/6,女,未婚,高中,农村,单位,小于10万,SUV,5千-1万,60-79,日间,0,3821
289561426,1955/12/17,女,未婚,本科,农村,个人,小于10万,MPV,小于5千,40-59,日间,0,104
877619886,1945/3/19,女,已婚,高中,农村,个人,10-20万,SUV,1万-1万5,60-79,夜间,4,618
696802856,1958/11/10,男,未婚,硕士,城镇,个人,10-20万,MPV,5千-1万,40-59,日间,2,250
742437413,1955/2/2,男,未婚,高中以下,农村,个人,小于10万,轿车,1万-1万5,小于40,日间,1,1337
927032368,1953/8/10,男,未婚,高中,城镇,个人,10-20万,MPV,1万5-2万,小于40,日间,0,100
686821723,1957/4/15,男,已婚,博士,城镇,个人,10-20万,MPV,大于2万,小于40,日间,1,260
240388657,1957/8/18,男,已婚,博士,城镇,个人,10-20万,轿车,5千-1万,60-79,夜间,0,383
681443164,1955/6/5,男,未婚,本科,城镇,单位,20-30万,厢式货车,1万5-2万,40-59,日间,1,703
658408108,1945/3/24,女,未婚,本科,城镇,个人,小于10万,SUV,1万5-2万,60-79,夜间,3,442
420153981,1949/8/18,女,未婚,硕士,城镇,个人,10-20万,跑车,1万5-2万,小于40,日间,5,223
836277845,1875-04-20,男,未婚,高中,城镇,单位,小于10万,轿车,1万5-2万,小于40,日间,1,853
153378781,1947/4/14,女,已婚,高中,城镇,单位,10-20万,SUV,1万-1万5,60-79,日间,1,1311
173174399,1956/1/7,男,已婚,本科,农村,个人,10-20万,MPV,1万-1万5,60-79,日间,2,301
55524088,1971/2/18,女,已婚,高中,城镇,个人,小于10万,跑车,1万-1万5,80-99,夜间,5,4120
127717772,1960/10/2,男,未婚,本科,城镇,单位,小于10万,轿车,1万5-2万,40-59,日间,2,389
760642750,1971/5/23,女,已婚,硕士,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,0,834
186836882,1956/12/5,女,已婚,本科,农村,单位,20-30万,SUV,大于2万,40-59,日间,7,1444
623456680,1950/3/17,男,已婚,高中,城镇,个人,10-20万,MPV,1万-1万5,80-99,日间,2,203
103763168,1962/9/27,女,未婚,高中以下,农村,个人,10-20万,SUV,1万-1万5,40-59,夜间,2,307
215784347,1968/5/26,女,未婚,本科,农村,个人,小于10万,跑车,1万-1万5,40-59,日间,3,865
319953478,1959/11/14,女,未婚,高中,城镇,个人,小于10万,跑车,5千-1万,40-59,夜间,1,543
154342859,1971/4/12,男,已婚,高中以下,城镇,单位,10-20万,厢式货车,1万-1万5,小于40,夜间,2,484
47891288,1962/2/10,男,已婚,本科,城镇,单位,小于10万,轿车,1万5-2万,40-59,日间,1,358
531394833,1950/11/29,女,未婚,高中以下,城镇,个人,20-30万,MPV,5千-1万,40-59,日间,1,410
289114892,1965/1/12,女,已婚,本科,城镇,单位,10-20万,跑车,1万-1万5,40-59,夜间,0,383
751858042,1957/12/9,女,已婚,本科,城镇,个人,10-20万,轿车,1万-1万5,小于40,日间,1,377
966504793,1954/5/18,男,已婚,本科,城镇,个人,10-20万,MPV,5千-1万,60-79,夜间,2,1341
427129430,1961/10/16,男,未婚,博士,城镇,个人,20-30万,厢式货车,1万5-2万,40-59,日间,0,1131
582758492,1944/5/2,男,未婚,硕士,城镇,个人,10-20万,MPV,1万-1万5,小于40,日间,1,159
315443402,1941/5/31,男,已婚,硕士,城镇,个人,小于10万,MPV,5千-1万,80-99,夜间,2,5705
712302160,1946/8/18,男,已婚,高中,城镇,单位,20-30万,卡车,1万5-2万,40-59,夜间,6,401
179793921,1943/6/6,女,已婚,硕士,农村,个人,小于10万,SUV,大于2万,80-99,夜间,4,3436
359816109,1954/5/29,男,已婚,硕士,城镇,个人,10-20万,厢式货车,1万-1万5,60-79,日间,2,150
681956699,1957/6/22,女,未婚,高中,城镇,单位,10-20万,SUV,1万5-2万,小于40,夜间,1,1431
397202208,1959/10/29,男,已婚,高中,城镇,个人,小于10万,MPV,5千-1万,80-99,夜间,0,1267
536514165,1961/9/7,女,已婚,高中,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,2,3921
930377254,1957/10/7,男,未婚,本科,城镇,单位,20-30万,MPV,1万5-2万,60-79,日间,3,20
971780579,1962/10/21,女,未婚,高中,城镇,单位,20-30万,MPV,小于5千,60-79,日间,2,1490
878534648,1962/8/26,女,已婚,高中以下,城镇,个人,10-20万,MPV,1万5-2万,小于40,日间,1,2433
721800576,1965/2/1,女,未婚,高中,城镇,个人,小于10万,SUV,1万-1万5,小于40,日间,0,283
132609655,1968/6/9,女,已婚,高中,城镇,单位,小于10万,SUV,5千-1万,40-59,夜间,1,1072
355053726,1958/10/17,女,已婚,博士,城镇,个人,30-40万,SUV,5千-1万,小于40,日间,1,680
358163280,1874-08-15,男,未婚,高中,城镇,单位,小于10万,轿车,1万5-2万,80-99,日间,4,105
628631375,1947/6/25,男,未婚,硕士,城镇,单位,10-20万,厢式货车,5千-1万,60-79,日间,0,1101
695751615,1951/10/7,男,已婚,高中以下,城镇,个人,10-20万,厢式货车,1万-1万5,60-79,日间,0,1310
508152783,1959/3/17,女,未婚,高中以下,农村,个人,10-20万,SUV,1万-1万5,40-59,日间,0,86
745699242,1944/2/1,男,未婚,硕士,城镇,个人,小于10万,轿车,1万-1万5,大于100,日间,1,1440
624485602,1955/10/21,女,未婚,高中以下,城镇,个人,10-20万,MPV,1万-1万5,40-59,夜间,0,688
845037017,1962/4/11,男,未婚,高中,城镇,单位,30-40万,卡车,1万-1万5,40-59,夜间,3,284
314329596,1957/12/23,男,未婚,本科,城镇,单位,20-30万,厢式货车,小于5千,60-79,日间,1,244
814683897,1953/1/20,男,已婚,博士,城镇,个人,20-30万,MPV,1万5-2万,60-79,日间,1,1182
843069544,1948/1/23,女,未婚,本科,城镇,个人,10-20万,SUV,1万-1万5,60-79,日间,1,328
452060057,1943/10/13,男,未婚,高中,农村,单位,小于10万,MPV,5千-1万,小于40,日间,0,225
137064945,1966/6/7,女,已婚,高中以下,城镇,个人,10-20万,轿车,小于5千,小于40,日间,0,503
143236523,1959/7/13,男,已婚,硕士,城镇,个人,10-20万,MPV,1万5-2万,40-59,日间,1,381
828313985,1939/3/21,女,已婚,硕士,城镇,个人,10-20万,SUV,大于2万,40-59,夜间,6,1219
103995962,1965/5/9,女,已婚,高中以下,农村,个人,10-20万,SUV,1万-1万5,小于40,日间,1,127
515125019,1959/11/4,男,已婚,高中,城镇,单位,小于10万,轿车,1万-1万5,40-59,日间,0,110
855474467,1955/5/23,女,已婚,高中,城镇,单位,20-30万,卡车,1万-1万5,小于40,日间,0,145
946949662,1960/1/11,女,已婚,高中,城镇,个人,小于10万,SUV,5千-1万,80-99,日间,2,1976
735275433,1955/3/6,男,未婚,本科,城镇,个人,10-20万,MPV,5千-1万,60-79,日间,3,935
609087237,1942/11/10,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,40-59,日间,0,470
976088573,1955/4/17,女,已婚,本科,农村,个人,10-20万,跑车,5千-1万,小于40,日间,0,495
491718211,1947/5/1,男,已婚,本科,城镇,个人,小于10万,MPV,1万5-2万,小于40,日间,2,11
815242706,1966/9/6,男,未婚,硕士,城镇,个人,10-20万,MPV,小于5千,40-59,日间,0,13
643863134,1952/3/19,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,40-59,夜间,0,866
286029952,1947/12/20,男,已婚,高中,城镇,个人,小于10万,MPV,1万5-2万,小于40,日间,0,157
562411110,1951/12/8,男,已婚,高中以下,城镇,个人,10-20万,MPV,1万5-2万,60-79,日间,3,1770
695442940,1948/4/26,男,已婚,本科,城镇,单位,10-20万,轿车,5千-1万,小于40,日间,0,613
144963475,1959/5/3,男,已婚,高中以下,农村,单位,10-20万,轿车,5千-1万,40-59,夜间,2,551
447025309,1880-06-15,男,已婚,高中,农村,个人,10-20万,MPV,1万-1万5,40-59,夜间,1,108
538542741,1940/5/3,女,已婚,本科,农村,单位,20-30万,轿车,大于2万,大于100,夜间,7,11198
187694741,1954/2/20,女,已婚,硕士,农村,个人,10-20万,SUV,5千-1万,60-79,夜间,1,76
898993547,1960/10/24,女,已婚,高中,城镇,个人,小于10万,SUV,5千-1万,60-79,日间,3,308
444802034,1957/9/16,男,已婚,硕士,城镇,单位,20-30万,卡车,1万-1万5,60-79,日间,3,68
578861838,1955/4/21,男,已婚,高中,城镇,单位,小于10万,轿车,大于2万,40-59,日间,3,4173
547213579,1948/8/7,女,已婚,本科,城镇,个人,10-20万,MPV,小于5千,40-59,日间,0,526
670318770,1961/4/2,女,未婚,本科,农村,个人,小于10万,跑车,1万5-2万,40-59,日间,0,326
162905270,1953/1/13,男,未婚,硕士,城镇,个人,20-30万,MPV,1万5-2万,40-59,夜间,1,910
940289216,1961/6/6,女,未婚,本科,城镇,个人,小于10万,跑车,5千-1万,40-59,日间,2,188
983789161,1961/11/1,男,已婚,本科,农村,个人,20-30万,MPV,小于5千,80-99,夜间,1,1784
620091221,1937/1/3,男,已婚,本科,城镇,个人,20-30万,SUV,5千-1万,小于40,日间,1,477
145689030,1948/4/11,女,未婚,本科,城镇,个人,小于10万,跑车,1万5-2万,小于40,夜间,0,681
259127860,1944/11/29,男,已婚,高中以下,农村,单位,30-40万,卡车,1万-1万5,60-79,日间,3,823
580228287,1877-05-06,女,未婚,高中,城镇,个人,10-20万,SUV,1万5-2万,60-79,日间,1,57
57072297,1943/11/23,女,已婚,博士,城镇,个人,小于10万,SUV,5千-1万,80-99,夜间,1,2520
770585650,1952/10/7,男,未婚,博士,城镇,单位,小于10万,轿车,1万5-2万,40-59,日间,1,2079
330863774,1961/12/22,女,已婚,本科,城镇,个人,小于10万,跑车,1万5-2万,60-79,日间,4,3266
614629799,1958/9/23,女,未婚,本科,城镇,单位,小于10万,SUV,大于2万,小于40,日间,2,277
125449255,1960/5/17,女,已婚,高中,农村,个人,10-20万,SUV,5千-1万,40-59,日间,1,460
131251943,1967/6/21,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,60-79,夜间,1,2253
352908590,1935/7/27,男,未婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,80-99,日间,4,1094
695909150,1940/12/11,男,已婚,高中以下,城镇,个人,10-20万,MPV,小于5千,小于40,日间,0,706
475225902,1964/2/17,男,已婚,高中以下,城镇,单位,小于10万,轿车,1万-1万5,小于40,日间,2,25
213361324,1944/4/11,男,已婚,博士,城镇,单位,20-30万,卡车,1万-1万5,大于100,夜间,3,549
842110768,1970/9/30,男,已婚,高中,城镇,个人,10-20万,轿车,大于2万,小于40,日间,0,187
62112142,1963/4/6,男,未婚,硕士,城镇,个人,10-20万,MPV,5千-1万,60-79,夜间,2,675
834206334,1938/8/13,女,未婚,博士,农村,个人,小于10万,跑车,小于5千,40-59,日间,1,773
818920602,1944/2/13,男,未婚,博士,城镇,单位,20-30万,厢式货车,大于2万,40-59,夜间,5,342
632270287,1949/6/4,男,已婚,高中以下,城镇,单位,10-20万,厢式货车,小于5千,小于40,日间,0,35
497564431,1942/8/31,女,未婚,硕士,农村,个人,小于10万,SUV,大于2万,60-79,日间,5,149
569910251,1943/10/29,女,已婚,高中,城镇,个人,10-20万,SUV,5千-1万,40-59,夜间,1,332
863439012,1951/12/12,男,未婚,本科,城镇,个人,10-20万,MPV,1万5-2万,80-99,夜间,5,899
131496841,1954/2/10,女,未婚,硕士,城镇,单位,10-20万,轿车,1万-1万5,40-59,夜间,1,43
160803643,1942/8/24,女,已婚,硕士,城镇,个人,10-20万,MPV,5千-1万,60-79,夜间,3,2940
568743363,1962/11/3,女,未婚,本科,城镇,个人,10-20万,SUV,大于2万,40-59,日间,2,917
205873423,1966/3/24,女,已婚,高中以下,农村,个人,30-40万,SUV,5千-1万,60-79,日间,2,5266
810440934,1954/5/8,女,已婚,本科,城镇,个人,20-30万,跑车,5千-1万,小于40,日间,0,724
609885620,1947/12/12,女,已婚,高中,城镇,单位,10-20万,SUV,小于5千,60-79,日间,1,2107
705419297,1957/11/29,女,未婚,本科,城镇,单位,10-20万,SUV,小于5千,40-59,日间,1,324
897555319,1933/7/1,男,已婚,高中以下,城镇,个人,小于10万,SUV,1万-1万5,80-99,夜间,3,1722
148007906,1948/8/7,男,已婚,高中以下,城镇,单位,10-20万,轿车,1万-1万5,40-59,夜间,0,31
699382604,1944/4/25,女,已婚,高中以下,农村,单位,10-20万,SUV,大于2万,小于40,日间,4,1320
120253904,1949/1/28,女,已婚,高中,城镇,单位,20-30万,轿车,小于5千,60-79,夜间,2,59
179770748,1958/11/15,男,已婚,本科,农村,单位,20-30万,厢式货车,1万5-2万,40-59,夜间,1,43
494349872,1948/2/4,男,已婚,本科,城镇,个人,小于10万,轿车,1万5-2万,小于40,日间,4,286
477927525,1969/1/14,女,已婚,高中以下,城镇,个人,小于10万,跑车,1万-1万5,40-59,日间,2,171
324245158,1944/6/1,女,已婚,高中以下,城镇,个人,小于10万,SUV,5千-1万,小于40,日间,1,339
450097524,1945/2/4,男,已婚,博士,城镇,单位,20-30万,卡车,1万5-2万,小于40,日间,0,39
118841702,1955/12/9,女,已婚,高中,城镇,个人,10-20万,MPV,大于2万,小于40,夜间,3,688
894416584,1957/11/18,女,已婚,本科,城镇,个人,10-20万,MPV,1万5-2万,大于100,夜间,2,576
739003058,1954/11/7,女,未婚,高中以下,农村,个人,10-20万,SUV,1万5-2万,60-79,夜间,3,1263
524683007,1947/7/30,女,已婚,硕士,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,2,6116
605955259,1960/3/13,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,80-99,日间,1,786
942337252,1955/9/25,女,未婚,本科,城镇,个人,10-20万,MPV,小于5千,60-79,日间,3,997
499584399,1956/1/13,女,已婚,本科,城镇,单位,10-20万,SUV,大于2万,小于40,日间,2,157
730621223,1951/12/2,男,未婚,高中以下,农村,个人,10-20万,厢式货车,1万-1万5,小于40,日间,2,53
249934599,1936/12/31,男,未婚,博士,城镇,个人,10-20万,SUV,1万-1万5,40-59,夜间,1,91
750731752,1950/2/6,男,已婚,本科,城镇,单位,10-20万,厢式货车,1万-1万5,小于40,夜间,1,469
101731472,1964/5/17,女,已婚,高中,城镇,单位,小于10万,SUV,1万5-2万,60-79,日间,4,67
741814356,1957/8/5,女,已婚,高中以下,城镇,个人,小于10万,SUV,5千-1万,小于40,日间,0,158
218583141,1964/1/1,女,未婚,高中,城镇,个人,小于10万,跑车,1万5-2万,40-59,夜间,0,1385
841247939,1955/2/26,男,未婚,高中,农村,个人,10-20万,MPV,1万5-2万,小于40,日间,0,767
835345959,1963/12/17,女,未婚,高中,农村,个人,小于10万,SUV,1万-1万5,60-79,日间,1,1749
12136446,1966/5/24,男,已婚,高中,城镇,单位,20-30万,卡车,1万-1万5,40-59,日间,3,89
561801264,1958/12/21,女,未婚,本科,农村,单位,小于10万,SUV,1万-1万5,40-59,日间,2,190
184967702,1944/4/28,男,已婚,本科,城镇,个人,10-20万,轿车,小于5千,40-59,日间,1,107
9697388,1968/3/15,男,已婚,高中,城镇,单位,10-20万,厢式货车,1万-1万5,60-79,日间,1,1965
631023812,1967/10/4,女,已婚,高中以下,城镇,个人,小于10万,跑车,1万-1万5,小于40,夜间,0,255
236446168,1962/8/7,女,已婚,硕士,城镇,个人,10-20万,MPV,1万-1万5,小于40,夜间,2,494
215097189,1940/10/25,男,已婚,硕士,城镇,单位,10-20万,厢式货车,1万-1万5,60-79,日间,1,402
907303242,1951/12/8,男,未婚,硕士,城镇,个人,10-20万,轿车,1万5-2万,40-59,日间,0,1023
583441358,1944/7/12,女,已婚,硕士,城镇,个人,小于10万,SUV,1万-1万5,60-79,日间,1,228
828495272,1951/9/7,男,未婚,高中以下,城镇,个人,10-20万,MPV,1万5-2万,40-59,日间,1,1028
213914477,1946/12/8,男,已婚,本科,城镇,个人,10-20万,厢式货车,5千-1万,40-59,夜间,1,70
99725535,1956/6/29,男,已婚,本科,农村,单位,30-40万,卡车,1万5-2万,40-59,夜间,0,746
631867230,1961/5/24,男,已婚,高中以下,农村,单位,小于10万,轿车,1万-1万5,小于40,日间,2,208
971999697,1934/6/29,男,未婚,博士,城镇,个人,10-20万,SUV,5千-1万,40-59,夜间,1,1140
120208418,1955/7/25,男,未婚,本科,城镇,个人,10-20万,MPV,小于5千,60-79,日间,2,405
340669444,1947/11/7,男,未婚,高中,城镇,单位,20-30万,卡车,1万-1万5,40-59,日间,2,1240
543180647,1955/6/28,男,已婚,高中以下,城镇,个人,10-20万,MPV,1万-1万5,40-59,日间,1,750
741222361,1944/6/11,女,未婚,高中,农村,单位,10-20万,SUV,1万5-2万,小于40,夜间,2,1194
96249983,1952/2/2,男,未婚,高中,城镇,单位,小于10万,轿车,5千-1万,小于40,夜间,0,1441
710348768,1964/6/24,女,已婚,本科,城镇,单位,小于10万,SUV,1万-1万5,小于40,日间,0,242
805262362,1969/8/10,男,未婚,本科,城镇,单位,小于10万,轿车,小于5千,小于40,日间,0,335
521577431,1949/12/14,男,未婚,本科,城镇,单位,小于10万,轿车,1万-1万5,小于40,夜间,1,316
574409856,1947/7/13,女,已婚,本科,城镇,单位,10-20万,轿车,1万-1万5,40-59,日间,1,924
478122711,1962/8/8,女,已婚,高中以下,城镇,个人,小于10万,跑车,小于5千,60-79,夜间,0,1472
386218363,1940/4/17,女,已婚,本科,城镇,个人,10-20万,SUV,1万-1万5,40-59,日间,1,613
296249489,1966/12/21,女,已婚,高中,城镇,个人,小于10万,SUV,1万-1万5,60-79,日间,3,19
835221275,1964/4/7,男,已婚,高中,城镇,个人,10-20万,轿车,5千-1万,大于100,夜间,3,4490
818409833,1966/6/23,女,已婚,高中以下,城镇,单位,小于10万,SUV,小于5千,40-59,日间,0,197
51876784,1954/1/13,女,已婚,高中,农村,个人,小于10万,SUV,大于2万,40-59,日间,5,336
225460877,1945/7/19,女,已婚,高中,城镇,单位,20-30万,SUV,5千-1万,小于40,日间,0,926
588741868,1936/8/13,女,未婚,硕士,城镇,个人,10-20万,SUV,1万5-2万,80-99,日间,3,1111
676137046,1954/6/1,女,未婚,高中,城镇,个人,小于10万,SUV,5千-1万,80-99,日间,1,3884
205071418,1952/11/29,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,40-59,日间,5,910
996435699,1943/11/18,女,未婚,高中,城镇,个人,小于10万,SUV,1万-1万5,40-59,日间,0,2629
724661801,1940/5/21,女,已婚,博士,城镇,个人,小于10万,SUV,1万-1万5,小于40,夜间,0,562
639808409,1956/4/20,女,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,40-59,日间,2,2036
475955841,1955/3/25,女,已婚,高中,城镇,个人,20-30万,MPV,小于5千,60-79,日间,3,2861
490562058,1933/3/10,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,小于40,日间,0,251
178961571,1962/9/13,男,已婚,硕士,城镇,单位,小于10万,轿车,1万-1万5,40-59,日间,0,738
969569947,1953/9/26,女,已婚,高中,城镇,个人,20-30万,轿车,1万-1万5,大于100,日间,1,1740
401624808,1957/7/15,女,未婚,高中以下,城镇,个人,小于10万,SUV,1万-1万5,60-79,日间,4,14
111885786,1933/7/13,女,已婚,高中,城镇,个人,10-20万,跑车,5千-1万,小于40,夜间,1,529
319264746,1950/2/16,女,已婚,高中,城镇,个人,10-20万,SUV,5千-1万,40-59,日间,1,546
523439612,1960/12/8,女,未婚,高中以下,城镇,个人,小于10万,跑车,1万-1万5,40-59,夜间,3,153
588976888,1950/9/4,男,已婚,本科,城镇,单位,小于10万,轿车,5千-1万,80-99,夜间,5,736
964020613,1972/5/4,男,未婚,高中以下,城镇,个人,10-20万,厢式货车,大于2万,小于40,夜间,1,835
383853953,1953/9/30,女,已婚,高中,城镇,单位,10-20万,SUV,5千-1万,40-59,日间,1,206
585118384,1960/2/18,男,已婚,博士,城镇,个人,20-30万,MPV,大于2万,60-79,日间,3,864
931557642,1954/6/6,女,未婚,本科,城镇,单位,30-40万,轿车,1万-1万5,小于40,夜间,3,277
424427930,1940/10/13,男,未婚,本科,城镇,个人,10-20万,厢式货车,1万5-2万,小于40,日间,2,740
702961342,1961/5/30,女,已婚,高中以下,城镇,个人,20-30万,跑车,5千-1万,小于40,夜间,2,1313
874058106,1955/5/31,男,已婚,高中,农村,单位,小于10万,轿车,1万-1万5,60-79,日间,0,216
93017411,1950/5/2,男,未婚,高中,城镇,单位,10-20万,厢式货车,1万-1万5,60-79,日间,1,3158
22340563,1959/5/26,男,已婚,高中,农村,个人,10-20万,MPV,小于5千,80-99,夜间,1,2517
630263481,1952/12/13,男,未婚,本科,城镇,个人,20-30万,MPV,1万-1万5,小于40,夜间,0,46
923385909,1960/5/26,女,未婚,高中,城镇,个人,小于10万,SUV,1万5-2万,40-59,日间,2,662
447671839,1949/6/26,女,已婚,硕士,城镇,个人,20-30万,轿车,1万-1万5,40-59,夜间,3,2221
843933160,1953/8/3,女,未婚,本科,城镇,个人,10-20万,SUV,1万5-2万,80-99,夜间,4,29
848712250,1958/12/4,女,已婚,本科,农村,个人,20-30万,MPV,1万5-2万,小于40,夜间,1,9
991813736,1961/12/20,女,已婚,本科,城镇,单位,10-20万,MPV,1万5-2万,40-59,夜间,7,18
676841878,1944/3/10,女,已婚,本科,农村,单位,20-30万,MPV,1万-1万5,小于40,夜间,0,167
944945563,1959/8/26,男,已婚,高中以下,农村,个人,小于10万,MPV,1万5-2万,小于40,夜间,3,692
674380854,1952/12/30,男,已婚,硕士,城镇,个人,10-20万,轿车,5千-1万,80-99,日间,1,1673
988502984,1957/12/29,男,已婚,本科,城镇,单位,20-30万,卡车,1万-1万5,40-59,日间,0,396
553729047,1873-11-03,女,已婚,本科,城镇,个人,10-20万,MPV,1万-1万5,40-59,日间,1,859
770489918,1956/9/4,男,未婚,高中,城镇,个人,10-20万,轿车,1万5-2万,小于40,日间,1,464
360476883,1965/2/25,女,未婚,博士,城镇,个人,小于10万,跑车,大于2万,小于40,日间,2,374
441768730,1957/3/3,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,40-59,夜间,2,40
348040935,1945/6/1,女,已婚,硕士,城镇,个人,10-20万,SUV,5千-1万,80-99,日间,1,762
230201806,1953/3/6,女,未婚,硕士,城镇,单位,20-30万,轿车,小于5千,小于40,夜间,0,259
886628757,1955/2/20,女,已婚,高中,城镇,个人,小于10万,SUV,小于5千,40-59,夜间,1,791
96011959,1948/4/8,男,已婚,高中,城镇,个人,10-20万,厢式货车,1万-1万5,40-59,夜间,1,1223
35699337,1940/12/19,女,已婚,博士,农村,单位,20-30万,轿车,1万5-2万,80-99,日间,4,850
541177002,1943/8/31,男,已婚,硕士,农村,个人,10-20万,MPV,1万-1万5,80-99,日间,2,287
142852953,1959/1/25,女,已婚,高中,城镇,单位,10-20万,SUV,1万-1万5,小于40,夜间,2,291
621566024,1945/7/26,男,已婚,硕士,城镇,个人,20-30万,厢式货车,小于5千,小于40,日间,0,68
556594800,1961/5/28,男,未婚,高中,城镇,单位,小于10万,轿车,1万-1万5,大于100,日间,0,770
977883164,1958/11/15,男,未婚,硕士,城镇,单位,10-20万,厢式货车,1万5-2万,40-59,日间,3,1107
192541686,1954/6/22,男,已婚,硕士,城镇,个人,10-20万,厢式货车,5千-1万,小于40,日间,0,11
591152490,1966/8/18,男,未婚,高中以下,农村,单位,小于10万,轿车,1万5-2万,40-59,夜间,1,84
408998525,1942/12/9,男,未婚,博士,城镇,个人,30-40万,MPV,1万-1万5,小于40,夜间,0,161
812337980,1947/4/1,女,已婚,硕士,城镇,个人,20-30万,MPV,1万5-2万,40-59,日间,3,403
88744550,1958/2/5,女,已婚,本科,城镇,个人,小于10万,SUV,5千-1万,小于40,夜间,1,1081
561899458,1953/7/28,女,未婚,本科,城镇,个人,10-20万,SUV,大于2万,40-59,夜间,7,156
