ID,KIDSDRIV,AGE,HOMEKIDS,YOJ,PARENT1,MSTATUS,GENDER,URBANICITY,TRAVTIME,CAR_USE,BLUEBOOK,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,EDUCATION_<High School,EDUCATION_High School,EDUCATION_Bachelors,EDUCATION_Masters,EDUCATION_PhD,OCCUPATION_Blue Collar,OCCUPATION_Clerical,OCCUPATION_Doctor,OCCUPATION_Home Maker,OCCUPATION_Lawyer,OCCUPATION_Manager,OCCUPATION_Professional,OCCUPATION_Student,CAR_TYPE_Minivan,CAR_TYPE_Panel Truck,CAR_TYPE_Pickup,CAR_TYPE_SUV,CAR_TYPE_Sports Car,CAR_TYPE_Van,CLAIM_FLAG,CLM_AMT
77257945,0,39.0,0,11.0,0,1,0,1,45,1,11170.0,0.0,0,0,3,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2777.0
247258580,0,52.0,0,10.0,0,0,1,1,38,1,6700.0,4824.0,3,0,0,11.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,4298.0
703670778,1,37.0,2,0.0,1,0,0,0,41,0,20860.0,9237.0,3,0,2,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
904457123,0,41.0,3,12.0,0,1,0,1,26,0,28090.0,3996.0,2,0,4,12.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1009.0
594177143,0,39.0,0,4.0,0,0,1,1,21,0,7020.0,0.0,0,0,1,16.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5723.0
573751437,0,35.0,0,7.0,0,0,0,1,27,0,12760.0,0.0,0,0,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
977286255,2,45.0,2,10.0,1,0,0,1,43,0,15600.0,3534.0,3,0,5,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2446.0
704086674,0,43.0,0,11.0,0,1,0,1,36,0,20490.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
958960136,0,51.0,0,12.0,0,1,1,1,70,1,19920.0,0.0,0,0,0,11.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,338.0
177212541,2,44.0,3,15.0,0,1,1,0,35,1,16510.0,0.0,0,0,0,9.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
947194799,0,34.0,1,0.0,0,1,0,1,42,0,11990.0,0.0,0,0,0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0
61899962,0,51.0,0,15.0,0,1,0,1,34,0,12340.0,33089.0,3,0,3,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2257.0
859734595,0,41.0,0,5.0,0,0,0,1,46,1,6830.0,0.0,0,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2774.0
810025621,0,38.0,1,12.0,1,0,1,0,10,1,8650.0,0.0,0,0,0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0
330255772,0,36.0,0,9.0,0,1,1,1,51,0,8360.0,7466.0,3,0,0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0
327103894,0,34.0,1,12.0,0,1,0,1,35,0,10960.0,0.0,0,1,4,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
671690440,0,26.0,2,13.0,0,1,0,1,24,0,4200.0,25081.0,2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3997.0
187122023,0,44.0,0,11.0,0,1,1,1,44,1,6040.0,0.0,0,0,1,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
262994743,0,36.0,4,14.0,0,1,0,1,23,0,9650.0,4448.0,2,0,6,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
736213708,0,45.0,0,13.0,0,1,1,1,43,1,28300.0,0.0,0,0,3,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
154763717,0,49.0,0,12.0,0,1,0,1,39,0,12260.0,0.0,0,0,0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
624440117,0,58.0,0,15.0,0,1,1,1,23,1,22990.0,0.0,0,1,2,15.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
596520948,0,56.0,0,15.0,0,1,0,1,35,0,37380.0,0.0,0,0,0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
903207853,0,37.0,3,9.0,1,0,1,0,34,1,16710.0,0.0,0,1,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
230201806,0,46.0,0,7.0,0,0,0,1,56,0,13720.0,0.0,0,1,3,19.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
77027507,0,45.0,0,12.0,0,1,0,1,16,0,25500.0,0.0,0,0,0,15.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
529008078,0,53.0,0,14.0,0,1,1,1,11,0,10710.0,0.0,0,0,0,10.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
679670661,0,51.0,0,12.0,0,1,1,0,40,1,6600.0,0.0,0,0,0,14.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
713608494,0,33.0,5,0.0,0,1,0,0,45,0,9930.0,0.0,0,0,3,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
512239483,0,43.0,3,11.0,1,0,0,1,46,1,24050.0,0.0,0,0,0,16.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
97863760,0,47.0,0,13.0,0,0,1,1,40,0,14350.0,0.0,0,0,2,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
291645169,0,55.0,0,12.0,0,0,1,0,29,1,9160.0,0.0,0,0,0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
697069006,0,43.0,0,14.0,0,1,0,0,36,0,5800.0,0.0,0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
928682529,2,38.0,2,0.0,0,1,1,1,22,1,5300.0,0.0,0,0,8,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,9388.0
575021726,0,31.0,0,5.0,0,0,0,1,40,0,4780.0,2168.0,2,0,2,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4229.0
349140341,0,38.0,0,6.0,0,0,0,1,40,0,30110.0,0.0,0,0,2,15.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
584879551,0,41.0,0,10.0,0,0,1,0,47,1,5600.0,0.0,0,0,0,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
328805838,0,53.0,0,14.0,0,1,1,1,21,0,6800.0,0.0,0,0,0,13.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
199869071,0,46.0,0,10.0,0,0,0,1,45,0,10360.0,7333.0,1,1,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5120.0
972116350,0,55.0,0,15.0,0,1,0,1,25,0,12020.0,0.0,0,0,0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0
295796026,0,63.0,0,13.0,0,1,1,0,42,0,10930.0,0.0,0,0,4,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
880892293,3,40.0,4,10.0,1,0,1,1,12,1,28870.0,1449.0,2,0,3,25.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6767.0
521555925,0,35.0,0,5.0,0,0,1,0,52,1,23480.0,0.0,0,0,0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
193531081,0,55.0,0,12.0,0,0,0,0,17,1,29990.0,0.0,0,0,2,7.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
133687781,0,60.0,0,5.0,0,1,0,1,20,0,22300.0,0.0,0,0,1,20.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
728416025,0,29.0,3,13.0,1,0,0,1,9,1,6840.0,36744.0,1,1,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,6464.0
431732727,0,48.0,0,11.0,0,1,0,1,34,0,6300.0,0.0,0,0,0,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
61092357,2,43.0,3,12.0,1,0,0,1,39,0,23100.0,5328.0,4,0,5,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6515.0
731351298,2,40.0,3,13.0,0,1,0,0,21,0,25620.0,0.0,0,0,2,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
639473172,0,42.0,0,8.0,0,0,0,0,25,1,20720.0,46442.0,1,1,5,12.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
600565109,0,48.0,0,15.0,0,0,1,1,24,0,9910.0,8258.0,2,0,0,6.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
43524393,0,47.0,0,12.0,0,0,1,0,22,0,17880.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0
46945798,0,46.0,0,14.0,0,0,1,1,19,0,24840.0,0.0,0,0,0,16.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
949616041,0,52.0,0,0.0,0,1,1,0,62,0,7070.0,0.0,0,0,2,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0
808141196,0,44.0,0,0.0,0,1,0,1,14,0,8130.0,0.0,0,0,2,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0
718113120,0,31.0,2,10.0,1,0,0,1,27,1,4600.0,35375.0,3,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
918037800,0,52.0,0,14.0,0,1,0,0,53,0,11340.0,0.0,0,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
547998631,0,51.0,0,8.0,0,1,0,1,40,1,11300.0,4219.0,4,0,3,6.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
441024113,0,35.0,0,10.0,0,0,1,1,34,1,22010.0,31039.0,2,1,3,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3840.0
421629674,0,49.0,0,13.0,0,1,0,1,32,1,10260.0,7105.0,2,0,9,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2527.0
374890426,0,53.0,0,14.0,0,1,1,1,40,0,22940.0,0.0,0,0,2,11.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
620021234,0,31.0,1,9.0,1,0,0,1,12,1,37720.0,0.0,0,0,5,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19970.0
24556455,0,50.0,0,13.0,0,0,0,0,22,0,1930.0,0.0,0,0,3,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
731901612,0,48.0,0,9.0,0,1,0,1,19,0,16540.0,0.0,0,0,0,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
324413636,0,51.0,0,13.0,0,1,0,1,5,0,7850.0,2219.0,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0
766689359,0,53.0,0,16.0,0,1,1,1,5,0,21910.0,0.0,0,0,0,18.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0
11668406,0,54.0,0,13.0,0,0,0,1,49,0,14340.0,0.0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0
926349945,0,47.0,0,7.0,0,0,0,1,46,0,17440.0,3924.0,1,0,2,12.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
201600772,0,48.0,0,11.0,0,0,1,1,27,0,9160.0,3424.0,1,0,5,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
239268527,0,30.0,1,0.0,1,0,0,1,37,0,4500.0,4749.0,3,0,7,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
148659373,0,45.0,0,11.0,0,0,1,1,28,0,5900.0,0.0,0,0,1,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
739230069,1,43.0,1,3.0,1,0,1,1,53,0,31830.0,0.0,0,1,0,19.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
187776372,0,51.0,0,7.0,0,0,0,1,36,0,9780.0,1867.0,2,0,0,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3291.0
878242363,0,56.0,0,12.0,0,0,0,0,21,0,1500.0,0.0,0,0,0,13.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
957392742,0,42.0,3,16.0,0,1,1,1,29,1,5060.0,24208.0,1,1,5,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4236.0
414522894,0,27.0,3,11.0,0,1,0,1,30,0,9990.0,0.0,0,1,2,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8107.0
481512763,0,47.0,0,10.0,0,0,1,1,34,1,9840.0,0.0,0,1,0,9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
602933385,0,34.0,1,10.0,0,1,0,1,41,0,1500.0,5926.0,2,0,8,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
573084462,0,59.0,0,13.0,0,0,1,1,26,0,21190.0,0.0,0,0,1,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0
171639897,0,55.0,0,16.0,0,1,0,1,20,0,13460.0,5916.0,3,0,2,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
498844883,2,45.0,2,14.0,0,1,0,1,36,0,14330.0,0.0,0,0,5,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
230285211,0,35.0,0,7.0,0,0,1,0,6,0,14320.0,0.0,0,0,0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
812601483,0,46.0,0,13.0,0,1,1,1,43,1,10060.0,8636.0,3,0,5,7.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5488.0
951534863,0,53.0,0,12.0,0,1,1,1,70,0,13430.0,0.0,0,0,0,11.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
490977666,0,37.0,2,14.0,0,1,0,1,33,1,9840.0,3771.0,3,0,3,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5027.0
197386878,0,47.0,0,10.0,0,0,1,1,62,0,15650.0,6527.0,3,0,1,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
887205191,0,40.0,0,14.0,0,0,1,1,20,0,15150.0,0.0,0,0,0,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
754785835,0,45.0,0,10.0,0,1,1,1,33,1,28770.0,4845.0,2,0,5,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
592729210,0,58.0,0,7.0,0,1,1,1,30,1,29800.0,3886.0,2,0,2,8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
18235294,0,48.0,0,14.0,0,1,1,0,28,0,9230.0,0.0,0,0,6,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
103962387,0,32.0,0,9.0,0,1,1,1,12,0,6550.0,7475.0,1,0,4,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
750236944,0,54.0,0,12.0,0,1,1,1,26,1,16240.0,9866.0,1,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
909016250,0,51.0,0,11.0,0,0,1,1,14,0,13790.0,0.0,0,0,2,8.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
651621441,0,39.0,0,9.0,0,0,0,1,29,0,28750.0,0.0,0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0
680280423,0,42.0,1,12.0,0,1,1,1,6,1,5700.0,34020.0,1,1,9,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3674.0
738075150,0,53.0,0,7.0,0,1,0,1,33,0,24470.0,5458.0,2,0,3,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
487225747,0,39.0,0,11.0,0,0,0,1,39,1,25740.0,10535.0,1,0,4,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
422201687,0,44.0,0,0.0,0,0,0,0,72,0,20230.0,0.0,0,0,0,8.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
113730746,0,43.0,2,12.0,0,1,0,0,45,1,19150.0,0.0,0,0,3,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0
285072055,0,46.0,0,11.0,0,0,1,1,27,1,17020.0,4538.0,2,0,7,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3180.0
869866364,1,37.0,2,13.0,1,0,0,1,22,1,15500.0,8385.0,1,0,7,12.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3439.0
643790170,0,33.0,3,11.0,1,0,0,0,18,0,4290.0,0.0,0,0,0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
34557554,0,22.0,0,0.0,0,0,1,1,22,0,3700.0,0.0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,5430.0
629209460,2,44.0,2,13.0,1,0,0,1,16,0,5900.0,39019.0,1,0,8,18.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
609839061,0,55.0,0,7.0,0,1,0,1,63,0,9480.0,3587.0,3,0,0,9.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
925679757,0,60.0,0,0.0,0,1,0,1,30,0,7500.0,8739.0,1,0,4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,3736.0
779798830,1,36.0,2,14.0,0,1,1,1,23,0,9000.0,37689.0,1,1,7,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
378685088,0,60.0,0,12.0,0,0,0,1,50,0,10450.0,893.0,2,0,5,19.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
877277908,0,53.0,0,13.0,0,0,1,1,62,1,28170.0,0.0,0,0,1,15.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
303886864,1,45.0,2,7.0,1,0,0,0,10,0,14560.0,0.0,0,0,3,13.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
646482160,1,43.0,1,7.0,0,1,0,1,41,0,26320.0,25804.0,2,0,0,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
881285757,0,43.0,0,7.0,0,1,0,1,43,0,26740.0,0.0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
672206945,0,36.0,2,10.0,1,0,1,1,25,1,13670.0,4318.0,1,0,3,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4482.0
884326653,0,50.0,0,14.0,0,1,0,1,26,0,12990.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
902048251,0,64.0,0,14.0,0,1,1,1,22,1,14860.0,0.0,0,0,0,9.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4278.0
31285809,0,56.0,2,10.0,0,1,0,1,16,1,21880.0,9894.0,1,0,2,7.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
164287398,3,41.0,3,10.0,1,0,0,1,48,0,9950.0,0.0,0,0,4,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5576.0
405402235,0,60.0,0,0.0,0,1,0,1,45,0,23800.0,6223.0,1,0,5,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
185458905,0,45.0,0,8.0,0,1,0,1,30,0,12300.0,3078.0,1,0,1,7.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
852141727,1,53.0,1,11.0,1,0,0,0,39,1,23410.0,0.0,0,0,0,10.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
481734854,0,51.0,0,13.0,0,0,1,0,36,0,14800.0,0.0,0,0,0,8.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
24008554,0,49.0,0,10.0,0,0,1,1,28,1,21130.0,7463.0,2,0,0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20883.0
508252659,0,53.0,0,13.0,0,1,0,1,5,0,11850.0,0.0,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0
722135206,0,55.0,0,14.0,0,1,0,1,18,0,16050.0,0.0,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
749598455,0,52.0,0,8.0,0,1,1,1,34,0,22360.0,0.0,0,0,1,11.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
976090829,0,41.0,0,14.0,0,0,0,0,36,0,16520.0,0.0,0,0,1,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0
293776930,0,45.0,1,9.0,0,1,1,1,51,0,16550.0,0.0,0,0,1,6.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2610.0
298601070,0,36.0,0,12.0,0,1,0,1,27,0,15880.0,0.0,0,0,0,15.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
872231801,0,32.0,1,11.0,0,1,0,1,22,0,1500.0,0.0,0,0,0,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5692.0
994904944,0,65.0,2,10.0,0,1,1,1,26,1,10960.0,5088.0,3,0,3,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
268975269,0,43.0,0,13.0,0,1,1,1,11,0,19760.0,6024.0,1,0,5,8.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
464550883,0,44.0,0,0.0,0,0,0,1,26,0,22490.0,0.0,0,0,1,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
268936192,0,49.0,0,13.0,0,1,1,1,76,1,27660.0,0.0,0,0,2,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4246.0
181441361,0,35.0,0,5.0,0,0,1,1,29,0,11040.0,9788.0,2,0,3,9.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0
935222021,0,41.0,0,11.0,0,0,1,1,54,0,11230.0,5916.0,1,0,1,13.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0
133704417,0,56.0,0,13.0,0,1,1,1,49,1,27950.0,0.0,0,0,3,11.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
769341506,0,37.0,0,12.0,0,1,1,1,52,1,25630.0,0.0,0,0,2,17.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
412707461,0,40.0,1,14.0,0,1,1,1,49,1,38320.0,3442.0,1,0,2,1.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0
85637705,2,45.0,3,15.0,0,1,1,0,19,0,10680.0,0.0,0,0,0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
58554153,0,50.0,0,14.0,0,0,1,1,41,1,6500.0,8506.0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3124.0
161966320,0,38.0,0,14.0,0,1,1,0,31,0,12270.0,0.0,0,0,0,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
55524088,0,28.0,1,9.0,0,1,0,1,5,0,20960.0,20581.0,1,1,3,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0
695588460,0,38.0,4,19.0,0,1,0,0,15,0,21430.0,0.0,0,0,0,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
987311024,0,57.0,0,14.0,0,1,0,1,50,0,16550.0,19751.0,2,1,0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0
424197869,0,58.0,0,15.0,0,1,0,1,16,0,17510.0,0.0,0,0,4,13.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0
751746887,0,49.0,0,13.0,0,0,1,1,53,1,23230.0,0.0,0,0,0,22.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0
762375598,1,41.0,1,10.0,0,1,0,1,29,0,15220.0,0.0,0,1,1,8.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1187.0
313316901,0,49.0,0,15.0,0,1,0,1,35,0,9700.0,0.0,0,0,0,11.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0
