SK_ID_CURR,CODE_GENDER,DAYS_BIRTH,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_EMPLOYED,OCCUPATION_TYPE,ORGANIZATION_TYPE,AMT_INCOME_TOTAL,CNT_FAM_MEMBERS,CNT_CHILDREN
208063,F,-17372,Secondary / secondary special,Widow,-592,Laborers,Business Entity Type 3,270000.0,1.0,0
208065,F,-10792,Higher education,Single / not married,-1704,Accountants,Business Entity Type 3,540000.0,1.0,0
208075,F,-14551,Secondary / secondary special,Married,-109,Laborers,Other,180000.0,2.0,0
208082,F,-11672,Incomplete higher,Single / not married,-717,Sales staff,Self-employed,202500.0,1.0,0
208084,F,-12341,Secondary / secondary special,Married,-2264,,School,112500.0,3.0,1
208089,F,-9839,Secondary / secondary special,Civil marriage,-2642,Sales staff,Business Entity Type 3,225000.0,2.0,0
208121,M,-22967,Secondary / secondary special,Married,365243,,XNA,112500.0,2.0,0
208164,F,-24486,Secondary / secondary special,Single / not married,-3676,,Business Entity Type 3,90000.0,1.0,0
208177,M,-16253,Secondary / secondary special,Married,-1778,Laborers,Self-employed,157500.0,2.0,0
208182,M,-11277,Secondary / secondary special,Single / not married,-1267,Laborers,Business Entity Type 3,202500.0,1.0,0
208194,M,-17599,Secondary / secondary special,Married,-1484,Laborers,Business Entity Type 3,202500.0,2.0,0
208207,F,-16104,Secondary / secondary special,Married,-2718,Laborers,Business Entity Type 2,112500.0,4.0,2
208216,M,-9821,Secondary / secondary special,Married,-325,Core staff,Self-employed,180000.0,2.0,0
208219,F,-22750,Secondary / secondary special,Single / not married,365243,,XNA,54000.0,2.0,1
208261,F,-13912,Secondary / secondary special,Married,-6776,Core staff,School,67500.0,2.0,0
208296,M,-9439,Higher education,Married,-2217,Managers,Self-employed,135000.0,3.0,1
208304,F,-12904,Higher education,Separated,-4297,Laborers,Postal,225000.0,1.0,0
208323,F,-14898,Higher education,Married,-1984,,Self-employed,162000.0,4.0,2
208328,F,-10166,Secondary / secondary special,Married,-1592,Laborers,Self-employed,112500.0,2.0,0
208349,F,-22206,Secondary / secondary special,Married,365243,,XNA,108000.0,2.0,0
208357,M,-12545,Incomplete higher,Single / not married,-1504,Managers,Transport: type 4,450000.0,1.0,0
208379,F,-17315,Secondary / secondary special,Married,-4787,Laborers,Business Entity Type 2,202500.0,2.0,0
208417,M,-14483,Secondary / secondary special,Married,-97,Laborers,Business Entity Type 3,157500.0,3.0,1
208430,M,-10429,Secondary / secondary special,Married,-603,Laborers,Construction,225000.0,2.0,0
208433,F,-13342,Secondary / secondary special,Married,-341,Managers,Other,135000.0,3.0,1
208435,F,-15304,Secondary / secondary special,Married,-1002,Medicine staff,Medicine,135000.0,2.0,0
208461,M,-12790,Secondary / secondary special,Married,-1075,Laborers,Self-employed,225000.0,3.0,1
208470,F,-13164,Secondary / secondary special,Married,-2889,Cleaning staff,School,103500.0,4.0,2
208490,F,-23732,Secondary / secondary special,Single / not married,365243,,XNA,112500.0,1.0,0
208496,M,-13851,Secondary / secondary special,Married,-3742,Laborers,Business Entity Type 3,180000.0,4.0,2
208506,F,-11838,Secondary / secondary special,Civil marriage,-1826,Sales staff,Self-employed,90000.0,4.0,2
208507,F,-10827,Higher education,Married,-3248,,Police,157500.0,2.0,0
208508,F,-14414,Secondary / secondary special,Married,-6891,Medicine staff,Medicine,135000.0,3.0,1
208509,F,-21140,Secondary / secondary special,Married,365243,,XNA,49500.0,2.0,0
208553,F,-22052,Secondary / secondary special,Married,365243,,XNA,60300.0,2.0,0
208554,F,-11124,Secondary / secondary special,Married,-956,Sales staff,Self-employed,54000.0,3.0,1
208555,F,-18159,Secondary / secondary special,Married,-4328,High skill tech staff,Trade: type 6,202500.0,2.0,0
208574,M,-20636,Higher education,Married,-297,Laborers,Industry: type 3,72000.0,2.0,0
208599,M,-15270,Incomplete higher,Married,-1572,Managers,Construction,180000.0,2.0,0
208625,F,-15207,Incomplete higher,Single / not married,-2264,Accountants,Business Entity Type 3,202500.0,1.0,0
208632,F,-12984,Higher education,Married,-6174,Secretaries,Medicine,112500.0,5.0,3
208634,M,-13997,Secondary / secondary special,Married,-4089,Laborers,Business Entity Type 1,135000.0,2.0,0
208638,F,-24282,Secondary / secondary special,Widow,365243,,XNA,157500.0,1.0,0
208644,F,-16533,Secondary / secondary special,Married,-2043,Sales staff,Business Entity Type 3,103500.0,2.0,0
208648,F,-19507,Higher education,Married,-1694,High skill tech staff,Business Entity Type 3,180000.0,3.0,1
208652,F,-21427,Secondary / secondary special,Separated,-3413,,Government,135000.0,1.0,0
208654,F,-17266,Secondary / secondary special,Married,-2966,,Advertising,157500.0,2.0,0
208697,M,-22320,Higher education,Married,365243,,XNA,108000.0,2.0,0
208723,F,-11358,Secondary / secondary special,Civil marriage,-3113,Laborers,Business Entity Type 3,135000.0,2.0,0
208727,F,-9990,Higher education,Single / not married,-2422,Medicine staff,Other,180000.0,1.0,0
208749,F,-23100,Secondary / secondary special,Married,365243,,XNA,126000.0,2.0,0
208752,F,-23726,Secondary / secondary special,Married,365243,,XNA,108000.0,2.0,0
208754,M,-10019,Higher education,Married,-642,Laborers,Business Entity Type 3,180000.0,3.0,1
208772,M,-10010,Secondary / secondary special,Married,-574,Laborers,Construction,135000.0,2.0,0
208803,M,-15066,Incomplete higher,Married,-1727,High skill tech staff,Business Entity Type 3,202500.0,3.0,1
208809,F,-12731,Higher education,Married,-2950,,Business Entity Type 3,157500.0,3.0,1
208823,F,-21259,Secondary / secondary special,Married,365243,,XNA,108000.0,2.0,0
208844,F,-8692,Secondary / secondary special,Single / not married,-1112,High skill tech staff,Business Entity Type 3,270000.0,1.0,0
208846,F,-14838,Secondary / secondary special,Married,-5703,Cooking staff,Kindergarten,108000.0,4.0,2
208851,M,-12058,Secondary / secondary special,Married,-373,Medicine staff,Medicine,184500.0,3.0,1
208866,F,-22103,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
208876,F,-19230,Secondary / secondary special,Married,-141,Cleaning staff,Business Entity Type 3,225000.0,2.0,0
208882,F,-16542,Higher education,Married,-3714,Core staff,School,90000.0,2.0,0
208885,F,-13085,Higher education,Married,-5147,Core staff,School,211500.0,5.0,3
208906,F,-12468,Secondary / secondary special,Married,-711,Laborers,Industry: type 11,166500.0,2.0,0
208910,M,-13382,Higher education,Married,-1590,Drivers,Transport: type 3,202500.0,5.0,3
208918,F,-14597,Secondary / secondary special,Married,-577,Managers,Business Entity Type 3,202500.0,2.0,0
208955,F,-18453,Secondary / secondary special,Civil marriage,-800,Core staff,Kindergarten,81000.0,2.0,0
208969,M,-12183,Secondary / secondary special,Married,-1284,Laborers,Other,135000.0,4.0,2
208991,M,-11488,Secondary / secondary special,Married,-228,Laborers,Business Entity Type 3,157500.0,3.0,1
209003,F,-9772,Higher education,Single / not married,-457,Managers,Military,202500.0,2.0,1
209004,M,-16681,Secondary / secondary special,Married,-2911,Laborers,Business Entity Type 3,180000.0,2.0,0
209011,F,-15897,Higher education,Married,-3594,Accountants,Legal Services,180000.0,2.0,0
209013,M,-13644,Secondary / secondary special,Single / not married,-1758,,Other,315000.0,1.0,0
209014,F,-15715,Secondary / secondary special,Married,-784,Medicine staff,Medicine,76500.0,2.0,0
209017,F,-20102,Higher education,Single / not married,-3481,,Business Entity Type 3,135000.0,1.0,0
209038,M,-8144,Secondary / secondary special,Single / not married,-1330,Laborers,Self-employed,112500.0,1.0,0
209103,F,-12078,Secondary / secondary special,Married,-565,Cooking staff,Trade: type 3,112500.0,3.0,1
209150,F,-12175,Secondary / secondary special,Civil marriage,-3498,Sales staff,Self-employed,126000.0,2.0,0
209195,M,-20481,Higher education,Married,-721,,Advertising,157500.0,2.0,0
209213,M,-13111,Secondary / secondary special,Married,-1644,,Legal Services,157500.0,2.0,0
209224,F,-17848,Secondary / secondary special,Married,-7077,,School,135000.0,2.0,0
209226,F,-13002,Higher education,Single / not married,-69,Cleaning staff,Cleaning,90000.0,2.0,1
209246,F,-15281,Secondary / secondary special,Married,-973,Sales staff,Self-employed,67500.0,2.0,0
209259,F,-12321,Secondary / secondary special,Married,-2299,Sales staff,Business Entity Type 3,135000.0,2.0,0
209264,M,-16452,Secondary / secondary special,Single / not married,-1418,Laborers,Industry: type 11,112500.0,1.0,0
209284,M,-23564,Incomplete higher,Married,365243,,XNA,112500.0,2.0,0
209287,F,-11943,Secondary / secondary special,Single / not married,-4019,Core staff,Business Entity Type 3,135000.0,1.0,0
209291,M,-12948,Secondary / secondary special,Married,-3499,Laborers,Other,225000.0,4.0,2
209316,M,-13005,Secondary / secondary special,Single / not married,-1552,Laborers,Business Entity Type 3,90000.0,1.0,0
209318,M,-10226,Higher education,Single / not married,-1663,Laborers,Self-employed,135000.0,1.0,0
209330,M,-17094,Secondary / secondary special,Married,-9566,Managers,Telecom,202500.0,2.0,0
209337,F,-19360,Secondary / secondary special,Married,-1932,Laborers,Business Entity Type 3,112500.0,2.0,0
209342,F,-24674,Secondary / secondary special,Married,365243,,XNA,99000.0,2.0,0
209343,F,-17285,Secondary / secondary special,Separated,-889,Medicine staff,Other,58500.0,1.0,0
209344,F,-17173,Secondary / secondary special,Married,-6038,Medicine staff,Medicine,49500.0,2.0,0
209351,M,-22358,Higher education,Married,365243,,XNA,90000.0,2.0,0
209371,F,-20872,Secondary / secondary special,Married,365243,,XNA,180000.0,2.0,0
209381,M,-21055,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
209405,M,-11514,Secondary / secondary special,Married,-1900,Laborers,Business Entity Type 2,180000.0,4.0,2
209415,F,-21306,Secondary / secondary special,Married,365243,,XNA,140400.0,2.0,0
209416,F,-10008,Secondary / secondary special,Civil marriage,-1043,Laborers,Business Entity Type 3,90000.0,2.0,0
209447,F,-23645,Secondary / secondary special,Widow,365243,,XNA,135000.0,1.0,0
209448,M,-15667,Secondary / secondary special,Married,-1994,Laborers,Industry: type 9,247500.0,3.0,1
209452,M,-12034,Secondary / secondary special,Civil marriage,-747,Drivers,Construction,112500.0,2.0,0
209475,F,-13585,Higher education,Civil marriage,-114,Core staff,Business Entity Type 3,225000.0,2.0,0
209484,F,-18108,Secondary / secondary special,Married,-507,Cleaning staff,Business Entity Type 2,135000.0,2.0,0
209493,F,-21618,Secondary / secondary special,Widow,365243,,XNA,99000.0,1.0,0
209518,F,-10355,Higher education,Married,-2102,Secretaries,Kindergarten,81000.0,2.0,0
209553,F,-15144,Higher education,Married,-1767,Accountants,Government,315000.0,2.0,0
209558,F,-7815,Incomplete higher,Single / not married,-470,High skill tech staff,Industry: type 11,112500.0,1.0,0
209570,M,-13964,Secondary / secondary special,Married,-2395,Drivers,Agriculture,135000.0,2.0,0
209584,F,-21533,Secondary / secondary special,Married,365243,,XNA,126000.0,2.0,0
209589,M,-18754,Secondary / secondary special,Married,-941,Laborers,Construction,315000.0,2.0,0
209642,F,-16015,Secondary / secondary special,Married,-543,,Business Entity Type 3,225000.0,3.0,1
209648,F,-15004,Higher education,Single / not married,-4363,,Medicine,157500.0,1.0,0
209650,M,-20484,Secondary / secondary special,Civil marriage,-12171,Laborers,Industry: type 3,225000.0,2.0,0
209663,F,-9948,Secondary / secondary special,Single / not married,-1029,Sales staff,Trade: type 7,135000.0,1.0,0
209667,F,-19915,Secondary / secondary special,Married,-497,,Other,67500.0,2.0,0
209715,F,-17868,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
209719,M,-23350,Higher education,Married,365243,,XNA,112500.0,2.0,0
209738,F,-13541,Secondary / secondary special,Married,-1950,Sales staff,Business Entity Type 3,90000.0,2.0,0
209770,M,-12546,Secondary / secondary special,Single / not married,-918,,Business Entity Type 3,157500.0,1.0,0
209792,M,-15812,Secondary / secondary special,Civil marriage,-615,Drivers,Government,180000.0,2.0,0
209799,M,-15795,Secondary / secondary special,Married,-252,Core staff,Construction,90000.0,3.0,1
209803,F,-11227,Incomplete higher,Married,-3371,Core staff,Kindergarten,135000.0,4.0,2
209812,M,-12717,Higher education,Married,-2545,Managers,Business Entity Type 3,180000.0,3.0,1
209853,F,-12641,Higher education,Married,-647,,Industry: type 11,90000.0,2.0,0
209865,F,-18970,Secondary / secondary special,Single / not married,365243,,XNA,130500.0,1.0,0
209867,F,-16676,Higher education,Single / not married,-4990,Core staff,School,382500.0,1.0,0
209958,F,-13664,Higher education,Married,-969,Medicine staff,Medicine,225000.0,2.0,0
209961,F,-21190,Secondary / secondary special,Single / not married,365243,,XNA,112500.0,1.0,0
209994,M,-14127,Secondary / secondary special,Civil marriage,-2219,Laborers,Transport: type 2,72000.0,2.0,0
210031,F,-19313,Secondary / secondary special,Married,-3311,Sales staff,Self-employed,90000.0,2.0,0
210068,M,-9162,Secondary / secondary special,Single / not married,-676,Laborers,Business Entity Type 2,135000.0,1.0,0
210070,F,-11499,Secondary / secondary special,Married,-1365,Laborers,Government,121500.0,2.0,0
210071,F,-12229,Secondary / secondary special,Married,-1666,Laborers,Business Entity Type 3,171000.0,4.0,2
210094,M,-20993,Secondary / secondary special,Married,-1874,Laborers,Business Entity Type 3,157500.0,2.0,0
210099,F,-13773,Higher education,Married,-805,,Government,202500.0,2.0,0
210102,F,-16509,Secondary / secondary special,Separated,-927,Sales staff,Trade: type 3,90000.0,1.0,0
210108,M,-14112,Higher education,Civil marriage,-978,Drivers,Self-employed,225000.0,2.0,0
210126,F,-18766,Secondary / secondary special,Married,-1799,Cooking staff,Self-employed,126000.0,2.0,0
210142,F,-10071,Secondary / secondary special,Married,-181,,Other,112500.0,3.0,1
210155,M,-14856,Secondary / secondary special,Married,-1721,Laborers,Business Entity Type 2,135000.0,2.0,0
210160,F,-13332,Higher education,Married,-1901,Laborers,Business Entity Type 1,103500.0,4.0,2
210179,F,-9596,Higher education,Single / not married,-1833,,Other,283500.0,1.0,0
210216,F,-19425,Secondary / secondary special,Married,365243,,XNA,270000.0,2.0,0
210219,F,-15896,Secondary / secondary special,Married,-2027,Laborers,Business Entity Type 1,72000.0,2.0,0
210221,M,-13618,Secondary / secondary special,Married,-2946,Drivers,Self-employed,135000.0,3.0,1
210228,F,-11908,Secondary / secondary special,Married,-560,Laborers,Industry: type 1,112500.0,3.0,1
210230,F,-10556,Secondary / secondary special,Married,-133,Laborers,Trade: type 3,90000.0,3.0,1
210248,F,-12794,Secondary / secondary special,Married,-2168,Core staff,Kindergarten,67500.0,4.0,2
210252,F,-21198,Secondary / secondary special,Married,-1614,Cleaning staff,Housing,67500.0,2.0,0
210257,F,-10257,Incomplete higher,Civil marriage,-2702,Managers,Business Entity Type 3,211500.0,2.0,0
210269,F,-18835,Secondary / secondary special,Single / not married,-5215,Cooking staff,Kindergarten,247500.0,2.0,1
210272,F,-24413,Secondary / secondary special,Widow,-731,Cleaning staff,Trade: type 7,90000.0,1.0,0
210281,F,-12529,Secondary / secondary special,Civil marriage,-1387,HR staff,Business Entity Type 3,202500.0,4.0,2
210285,M,-17222,Secondary / secondary special,Separated,-627,Laborers,Business Entity Type 3,225000.0,3.0,2
210298,F,-9619,Incomplete higher,Married,-1078,Laborers,Industry: type 3,135000.0,3.0,1
210319,F,-9476,Incomplete higher,Married,-231,,Business Entity Type 3,103500.0,3.0,1
210335,F,-13434,Higher education,Married,-487,Medicine staff,Medicine,112500.0,2.0,0
210347,F,-13732,Higher education,Married,-1937,Core staff,Mobile,157500.0,2.0,0
210381,F,-11947,Higher education,Married,-348,Accountants,Business Entity Type 3,135000.0,2.0,0
210399,F,-19972,Higher education,Married,-2158,Sales staff,Business Entity Type 3,135000.0,2.0,0
210402,M,-11063,Higher education,Married,-848,Sales staff,Other,157500.0,3.0,1
210428,F,-16197,Higher education,Widow,-412,Sales staff,Self-employed,193500.0,1.0,0
210433,F,-21559,Secondary / secondary special,Married,365243,,XNA,103500.0,2.0,0
210435,M,-11019,Secondary / secondary special,Single / not married,-827,Drivers,Self-employed,225000.0,1.0,0
210477,F,-23142,Secondary / secondary special,Widow,-2625,Laborers,Housing,135000.0,1.0,0
210488,M,-15037,Secondary / secondary special,Civil marriage,-636,Managers,Business Entity Type 3,225000.0,3.0,1
210489,F,-13574,Secondary / secondary special,Separated,-614,Core staff,School,193500.0,1.0,0
210507,M,-15046,Higher education,Married,-641,Managers,Business Entity Type 3,157500.0,2.0,0
210520,F,-16384,Secondary / secondary special,Separated,-5570,Cleaning staff,Industry: type 9,157500.0,1.0,0
210522,M,-13781,Secondary / secondary special,Married,-2654,Laborers,Business Entity Type 3,101250.0,3.0,1
210534,F,-13228,Secondary / secondary special,Married,-6467,,Industry: type 1,135000.0,3.0,1
210560,F,-14418,Secondary / secondary special,Married,-1055,Laborers,Other,157500.0,3.0,1
210584,F,-11619,Secondary / secondary special,Civil marriage,-2204,,Self-employed,126000.0,3.0,1
210589,F,-10762,Incomplete higher,Married,-2216,Core staff,Kindergarten,72000.0,4.0,2
210595,F,-24008,Secondary / secondary special,Married,365243,,XNA,108000.0,2.0,0
210612,F,-22932,Secondary / secondary special,Single / not married,-1291,High skill tech staff,Business Entity Type 2,180000.0,1.0,0
210631,F,-14927,Secondary / secondary special,Married,-356,Sales staff,Self-employed,76500.0,2.0,0
210633,F,-21988,Secondary / secondary special,Married,-9525,Core staff,School,117000.0,2.0,0
210668,F,-13170,Secondary / secondary special,Married,-511,Laborers,Industry: type 3,171000.0,4.0,2
210678,M,-21766,Secondary / secondary special,Married,-1051,Drivers,Bank,270000.0,3.0,1
210703,F,-8082,Incomplete higher,Single / not married,-836,Sales staff,Other,157500.0,1.0,0
210705,F,-10297,Higher education,Married,-691,Core staff,Trade: type 7,247500.0,3.0,1
210736,M,-11416,Secondary / secondary special,Married,-4436,,Other,157500.0,3.0,1
210752,F,-22544,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
210766,F,-11791,Higher education,Single / not married,-2358,Accountants,Advertising,180000.0,1.0,0
210772,F,-21014,Secondary / secondary special,Married,365243,,XNA,54000.0,2.0,0
210773,F,-15606,Incomplete higher,Separated,-2125,,Business Entity Type 3,180000.0,2.0,1
210786,F,-19915,Secondary / secondary special,Single / not married,-3568,Sales staff,Self-employed,90000.0,2.0,1
210787,M,-18905,Secondary / secondary special,Married,-309,,Business Entity Type 2,135000.0,2.0,0
210804,F,-20754,Higher education,Civil marriage,-4897,High skill tech staff,Industry: type 7,193500.0,2.0,0
210818,F,-19930,Secondary / secondary special,Separated,-5052,Medicine staff,Medicine,216000.0,1.0,0
210838,F,-11840,Higher education,Married,-2607,Laborers,Industry: type 11,112500.0,2.0,0
210841,F,-22546,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
210842,F,-10044,Higher education,Married,-971,Accountants,Government,85500.0,3.0,1
210846,F,-18982,Higher education,Separated,-2908,,Advertising,585000.0,2.0,1
210847,F,-14034,Secondary / secondary special,Civil marriage,-6058,Managers,Self-employed,270000.0,3.0,1
210849,F,-22076,Higher education,Married,-453,Accountants,School,135000.0,2.0,0
210892,F,-17137,Secondary / secondary special,Married,-450,Sales staff,Business Entity Type 3,90000.0,2.0,0
210894,M,-9517,Higher education,Single / not married,-158,Core staff,Bank,270000.0,1.0,0
210917,F,-16564,Secondary / secondary special,Married,-5742,,Other,126000.0,2.0,0
210922,F,-13421,Higher education,Married,-3496,Managers,Self-employed,337500.0,2.0,0
210924,F,-17424,Higher education,Married,-8517,Core staff,School,225000.0,3.0,1
210931,F,-9731,Lower secondary,Separated,-508,Core staff,Business Entity Type 3,121500.0,1.0,0
210949,F,-11453,Higher education,Married,-1062,Core staff,Trade: type 7,90000.0,3.0,1
210958,F,-12487,Higher education,Married,-3804,Accountants,Business Entity Type 3,112500.0,4.0,2
210959,M,-12766,Secondary / secondary special,Married,-1096,Managers,Self-employed,315000.0,4.0,2
210974,F,-24774,Secondary / secondary special,Married,-2878,Managers,Medicine,130500.0,2.0,0
210981,F,-11557,Incomplete higher,Civil marriage,-1858,Laborers,Self-employed,175500.0,2.0,0
211005,F,-14765,Secondary / secondary special,Married,-1217,Cooking staff,Business Entity Type 3,202500.0,4.0,2
211011,F,-10782,Secondary / secondary special,Civil marriage,-2735,Laborers,Industry: type 6,135000.0,3.0,1
211047,F,-18776,Secondary / secondary special,Married,-3163,Private service staff,Industry: type 3,180000.0,2.0,0
211054,F,-14468,Secondary / secondary special,Widow,-2504,Sales staff,Self-employed,180000.0,2.0,1
211092,F,-14873,Incomplete higher,Married,-988,Core staff,Kindergarten,405000.0,2.0,0
211095,F,-21112,Secondary / secondary special,Married,365243,,XNA,270000.0,2.0,0
211102,F,-20454,Secondary / secondary special,Married,365243,,XNA,148500.0,2.0,0
211105,M,-22579,Secondary / secondary special,Married,365243,,XNA,337500.0,2.0,0
211107,F,-19634,Higher education,Married,-1353,Managers,Business Entity Type 2,360000.0,2.0,0
211116,M,-19637,Secondary / secondary special,Married,-182,Low-skill Laborers,Self-employed,157500.0,3.0,1
211125,M,-18984,Secondary / secondary special,Married,-1967,Drivers,Self-employed,211500.0,2.0,0
211129,M,-19355,Secondary / secondary special,Married,-11710,Laborers,Industry: type 9,135000.0,2.0,0
211137,F,-16672,Secondary / secondary special,Married,-2557,Laborers,Business Entity Type 3,135000.0,2.0,0
211169,F,-16650,Secondary / secondary special,Married,-664,Sales staff,Business Entity Type 3,112500.0,3.0,1
211174,F,-23943,Secondary / secondary special,Married,365243,,XNA,202500.0,2.0,0
211198,M,-9770,Secondary / secondary special,Married,-169,,Business Entity Type 3,135000.0,4.0,2
211201,M,-16373,Higher education,Married,-7560,High skill tech staff,Housing,270000.0,2.0,0
211227,M,-23672,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
211245,F,-20526,Secondary / secondary special,Married,365243,,XNA,67500.0,2.0,0
211265,F,-15562,Secondary / secondary special,Married,-1211,Managers,Self-employed,202500.0,4.0,2
211283,M,-13086,Higher education,Married,-4349,Laborers,Industry: type 11,270000.0,3.0,1
211290,F,-9544,Higher education,Separated,-965,Core staff,Kindergarten,180000.0,2.0,1
211297,M,-15205,Secondary / secondary special,Single / not married,-1866,Laborers,Business Entity Type 3,315000.0,1.0,0
211301,M,-10402,Higher education,Married,-1381,Waiters/barmen staff,Other,247500.0,2.0,0
211334,F,-14737,Secondary / secondary special,Civil marriage,-439,Security staff,Security,157500.0,2.0,0
211335,M,-11761,Secondary / secondary special,Married,-590,Laborers,Business Entity Type 1,157500.0,2.0,0
211349,F,-22240,Secondary / secondary special,Widow,365243,,XNA,157500.0,1.0,0
211356,F,-11980,Secondary / secondary special,Married,-2544,,Business Entity Type 3,90000.0,2.0,0
211407,M,-13343,Higher education,Married,-4246,,Other,135000.0,2.0,0
211412,F,-17663,Secondary / secondary special,Married,-1313,High skill tech staff,Business Entity Type 3,180000.0,2.0,0
211422,F,-23042,Secondary / secondary special,Widow,365243,,XNA,54000.0,1.0,0
211459,M,-18438,Secondary / secondary special,Single / not married,-542,Laborers,Business Entity Type 3,112500.0,1.0,0
211461,F,-9079,Higher education,Married,-443,Laborers,Postal,135000.0,3.0,1
211488,F,-10347,Incomplete higher,Married,-712,,Kindergarten,67500.0,3.0,1
211493,F,-10612,Higher education,Single / not married,-502,,Business Entity Type 3,157500.0,2.0,1
211503,F,-20985,Secondary / secondary special,Separated,365243,,XNA,270000.0,1.0,0
211511,F,-9450,Higher education,Civil marriage,-318,Core staff,Self-employed,540000.0,2.0,0
211513,F,-22228,Higher education,Married,-7490,High skill tech staff,Government,135000.0,2.0,0
211525,M,-17563,Secondary / secondary special,Married,-782,Laborers,Self-employed,270000.0,3.0,1
211607,F,-17056,Secondary / secondary special,Married,-1322,Medicine staff,Medicine,135000.0,2.0,0
211624,F,-17868,Secondary / secondary special,Married,-5524,Laborers,Industry: type 9,247500.0,2.0,0
211652,F,-20792,Secondary / secondary special,Married,365243,,XNA,90000.0,2.0,0
211659,M,-10318,Secondary / secondary special,Single / not married,-240,Drivers,Business Entity Type 3,103500.0,1.0,0
211687,F,-13059,Higher education,Civil marriage,-644,High skill tech staff,Self-employed,292500.0,2.0,0
211701,F,-19913,Secondary / secondary special,Married,-13139,Laborers,Other,225000.0,2.0,0
211719,F,-15038,Secondary / secondary special,Single / not married,-128,Laborers,Business Entity Type 2,54000.0,3.0,2
211745,F,-16491,Secondary / secondary special,Civil marriage,-240,Laborers,Self-employed,90000.0,3.0,1
211760,M,-11446,Secondary / secondary special,Separated,-2587,,Business Entity Type 3,270000.0,1.0,0
211761,F,-19170,Secondary / secondary special,Married,-1563,Sales staff,Self-employed,144000.0,2.0,0
211808,M,-19751,Higher education,Married,-1344,Laborers,Industry: type 11,360000.0,2.0,0
211823,F,-9020,Higher education,Married,-745,,Business Entity Type 2,121500.0,2.0,0
211830,F,-17668,Secondary / secondary special,Married,-1420,Medicine staff,Medicine,180000.0,2.0,0
211833,F,-15840,Secondary / secondary special,Married,-983,Cooking staff,Business Entity Type 3,112500.0,2.0,0
211842,F,-9096,Higher education,Single / not married,-777,Core staff,Self-employed,157500.0,1.0,0
211850,M,-12783,Secondary / secondary special,Married,-3577,Drivers,Self-employed,135000.0,4.0,2
211851,F,-21047,Higher education,Married,365243,,XNA,155700.0,2.0,0
211870,F,-15192,Higher education,Married,-6817,Laborers,Business Entity Type 1,225000.0,3.0,1
211882,F,-8788,Secondary / secondary special,Married,-986,,Self-employed,103500.0,2.0,0
211883,M,-10569,Higher education,Single / not married,-195,Laborers,Business Entity Type 2,171000.0,1.0,0
211895,F,-11262,Higher education,Married,-1348,Accountants,Business Entity Type 3,270000.0,5.0,3
211920,F,-10290,Higher education,Married,-1446,Core staff,School,90000.0,2.0,0
211923,M,-13703,Secondary / secondary special,Married,-2354,Security staff,Security,292500.0,5.0,3
211930,F,-20300,Secondary / secondary special,Married,365243,,XNA,135000.0,2.0,0
211936,M,-13463,Secondary / secondary special,Single / not married,-2965,Drivers,Construction,225000.0,1.0,0
211954,F,-23627,Lower secondary,Widow,365243,,XNA,112500.0,1.0,0
211985,M,-23474,Secondary / secondary special,Married,365243,,XNA,112500.0,2.0,0
212010,F,-10294,Higher education,Married,-382,,Other,117000.0,2.0,0
212012,F,-13464,Secondary / secondary special,Married,-214,Sales staff,Self-employed,166500.0,2.0,0
212047,M,-14060,Secondary / secondary special,Married,-5302,Laborers,Business Entity Type 1,90000.0,3.0,1
212075,F,-9112,Incomplete higher,Single / not married,-1772,Sales staff,Self-employed,114750.0,1.0,0
212090,F,-24513,Secondary / secondary special,Widow,365243,,XNA,58500.0,1.0,0
212093,F,-10338,Secondary / secondary special,Married,-1239,Medicine staff,Medicine,126000.0,4.0,2
212101,F,-17822,Secondary / secondary special,Married,-1021,Accountants,Business Entity Type 3,184500.0,2.0,0
212114,F,-15718,Secondary / secondary special,Civil marriage,-1016,Sales staff,Trade: type 7,360000.0,3.0,1
212117,M,-10421,Secondary / secondary special,Single / not married,-1241,Security staff,Transport: type 4,180000.0,1.0,0
212128,F,-20992,Higher education,Married,-536,Core staff,Medicine,180000.0,2.0,0
212149,F,-14614,Secondary / secondary special,Civil marriage,-749,Sales staff,Other,90000.0,3.0,1
212155,F,-11086,Secondary / secondary special,Widow,-4130,Laborers,Self-employed,117000.0,2.0,1
212164,F,-13652,Secondary / secondary special,Single / not married,-2816,Cooking staff,Business Entity Type 3,162000.0,1.0,0
212178,M,-10896,Higher education,Married,-352,Laborers,Business Entity Type 3,112500.0,2.0,0
212181,F,-21799,Higher education,Married,365243,,XNA,126000.0,2.0,0
212192,F,-12073,Higher education,Married,-867,Core staff,Business Entity Type 1,270000.0,2.0,0
212202,M,-17648,Secondary / secondary special,Married,-308,Low-skill Laborers,School,112500.0,2.0,0
212212,F,-19218,Secondary / secondary special,Separated,-9886,Managers,Postal,135000.0,1.0,0
212215,F,-16571,Secondary / secondary special,Married,-850,Core staff,Kindergarten,135000.0,2.0,0
